name,type
Mosifloxacin,
毛花丙甙,
出血性疾病,
阿特普酶,
Extramycin,
Virazole,
Ertapenem,
甲基泼尼松,
心功能不全,
异丁基哌嗪利福霉素,
Piperacillin Sodium/Tazobactam Sodium,
Sulfamethoxazolum,
派奇,
成人:(1)一般感染:轻症，每次250mg；重症，每次500mg。均为12小时1次，疗程7～14天；(2)化脓链球菌咽炎:每次500mg，12小时1次，疗程最少10天；(3)分枝杆菌属感染:建议起始剂量为500mg，每天2次；(4)根除幽门螺旋杆菌:建议起始剂量为250～500mg，每天2次，疗程为7～10天，且宜与奥美拉唑再加另一种抗生素联用；(5)能不全时剂量:肾功能严重减退患者可根据肌酐清除率调整用量:肌酐清除率大于每分钟30ml者，250mg～500mg，每天2次；肌酐清除率低于每分钟30ml者，首剂500mg，以后250mg，每天2次或250mg，每天1次。,
丙酸杆菌菌苗,
Sodium Aescine,
儿童：静脉给药：(1)儿童：每天200～300mg/kg，分次给药；(2)婴儿：每天225mg/kg，分次给药；(3)7天龄以下新生儿：每天150mg/kg，分次给药。,
Drocode,
成人：(1)肌内注射：①轻至中度感染：每天2.25～4.5g，每8小时1次。②严重感染：可增加至每天6g，每6小时给药1.5g。③脑膜炎：每天剂量不宜超过9g。④单纯性淋病：单剂1.5g，同时口服丙磺舒1g，可治疗耐青霉素菌株所致单纯性淋病。(2)静脉给药：①轻至中度感染：每天2.25～4.5g，每8小时1次。②严重感染：可增加至每天6g，每6小时给药1.5g。③脑膜炎：每天剂量不宜超过9g。(3)肾功能不全时剂量：肾功能不全者按肌酐清除率制定给药方案：①肌酐清除率大于每分钟20ml者，每天3次，每次0.75～1.5g；②肌酐清除率为每分钟10～20ml者，每次0.75g，每天2次；③肌酐清除率小于每分钟10ml者，每次0.75g，每天1次。(4)透析时剂量：每次血液透析后给予750mg。,
鳞状细胞癌,
气雾吸入：每次50～200μg，每天3～4次。儿童每次50～100μg，每天2～4次。,
释炎达,
胶囊：0.25g；,
本品有一定的致心律失常作用，用量过大时，宜注意心律的变化。,
酚丙喘宁,
甘氨酸茶碱钠,
Hexastat,
Rotesar,
本品可引起呼吸抑制和窒息，需在呼吸和心血管功能监测及辅助设施完备的情况下给药。若出现呼吸抑制时，通常可将输注速度降低50%，或暂时停药，并进行辅助呼吸。,
可来替兰,
咳嗽痰多，或舌苔厚腻者慎用。,
威立克,
成人:(1)口服给药：每天1.5～2g(按林可霉素计，以下同)，分3～4次给药；(2)肌内注射：每次0.6g，每8～12小时1次；(3)静脉滴注：每次0.6g，每8～12小时1次。,
氧氟沙星滴眼剂,
万迅,
肺肾两虚,
不能与β受体拮抗剂联合应用。,
儿童静脉给药：(1)婴幼儿和12岁以下儿童：给药剂量尚未正式确定，临床应用的每天剂量为100～200mg/kg；(2)新生儿体重低于2kg者：出生后第1周，每12小时50mg/kg；第2周起，每8小时50mg/kg；(3)新生儿体重2kg以上者：出生后第1周，每8小时50mg/kg；以后，每6小时50mg/kg。,
侵袭性曲霉病：首日负荷剂量70mg，继以维持剂量每日50mg，缓慢静滴1h。疗程依据患者基础疾病的严重程度、免疫缺陷恢复情况以及临床反应而定。,
萨洛,
静滴，推荐剂量为5mg/kg，每2周静注1次。本品应在术后28天以后使用，且需伤口完全愈合。本品需用100ml0.9%生理盐水稀释，第一次静滴应在化疗后，滴注时间应超过90min。第一次滴注耐受性好，第二次静滴时间应超过60min，仍然耐受好，以后滴注时间超过30min即可。,
慎用：(1)有哮喘、湿疹、枯草热、荨麻疹等过敏性疾病史者；(2)孕妇及哺乳期妇女；(3)严重肝、肾功能障碍者。,
本品宜空腹服用，以利吸收。,
本品口服用过量，给予β受体拮抗剂后症状可即消失，与β受体拮抗剂有相互拮抗作用。,
特丽仙,
Rovamycin,
服药期间不宜食用冷饮、辛辣食品。,
巴特芬,
丁氯喘,
拉他头孢,
病毒性肺炎,
(1)禁用于哮喘、未被控制的充血性心力衰竭、高度房室传导阻滞未用起搏器控制者、严重脉搏徐缓(50次/min、雷诺综合征，严重肾功能不全(肌酸酐清除率低于10ml/min)，同时使用单胺氧化酶抑制药或异搏定者。(2)孕妇慎用。(3)不宜与胺碘酮合用。(4)充血性心力衰竭病人在使用β-阻滞药前应给予洋地黄。心绞痛病人不能突然停药，否则可能突发心肌梗死和室性心律失常。对糖尿病病人可能发生低血糖。为避免过度心搏徐缓，静脉给药应缓慢或给予阿托品。(5)给药过量时可能引起心搏过度徐缓、心力衰竭、低血压和支气管痉挛。(6)本品可与利尿药、ACE抑制药、钙拮抗药(异搏定除外)、血管扩张药合用。,
其他：凡外感风寒之鼻塞，流清涕者，应根据病情辨证选用。,
PLM,
儿童按体重给药，体重7～15kg者给12mg/kg，15～40kg给10mg/kg，每次最高不可超过400mg/100mg。,
儿童:(1)口服给药：每天30～50mg/kg，分3～4次服用。(2)局部给药：沙眼、结膜炎、角膜炎，用适量眼膏涂于眼睑内，每天数次。,
氨苄青霉素碳酯,
用药中凡注射后24小时内有局部红肿、皮疹者，下次注射应将剂量减半或减少1/3，以观察反应的变化。,
过敏反应包括过敏性休克较多报道。,
本药一般不能与其他药物配伍静脉滴注，也不能与其他药物共用一条静脉血管来滴注。,
达诺欣,
咽泰,
口服，一次15ml，一天3次。,
阿他利特,
复方新明磺,
胶囊：一次300～400mg，一日2次。静脉注射：一次200mg，每12小时1次，以50%葡萄糖注射液稀释至40ml缓慢静脉注射，时间应在20min以上，5～l0日为一疗程。静脉滴注：将本药300mg加入5%葡萄糖注射液或生理盐水注射液100ml中，缓慢静脉滴注，滴注时间不少于30min，一日1次，5～10日为一疗程。其他疾病时剂量：合并高血压、充血性心力衰竭、肺源性心脏病、甲状腺功能亢进、肝脏疾病、肾功能减退的患者用药时应减量。国外用法用量参考：成人常规剂量：口服给药：,
硫酸环己烷二氨铂,
儿童：常规剂量，口服给药。12岁以上（包括12岁）儿童，用量同成人。,
毒毛苷K,
MK-0826,
吉姆欣,
静脉给药:,
二甲氧基苯青霉素,
棕色合剂,
大叶性肺炎,
磷酸氯林可霉素,
止喘栓：成人用，每个含氨茶碱0.4g，盐酸异丙嗪0.025g，苯佐卡因0.045g；小儿用，每个含量减半。,
Kefurox,
西那依普,
负荷显像：注射氮[13N]氨水注射液后40min，给负荷药物，8min后再注射370～740MBq，采集15～20min。儿童酌减。,
儿童、孕妇及妊娠妇女慎用。,
025μg/(kg·min)。,
99mTc-MAA,
Budesonide/Formoterol,
慎用:(1)对其他β-内酰胺类抗生素过敏者慎用；(2)头孢拉宗钠对孕妇及早产儿、新生儿的用药安全性未确定，孕妇及早产儿、新生儿慎用；(3)肝、肾功能不全者慎用；(4)高度过敏性体质者慎用；(5)高龄、体弱者慎用；(6)胃肠道吸收不好或需依靠肠外营养者慎用。,
蓓克,
Ceftazidime,
常规剂量的CTX不产生心脏毒性，但当高剂量时可产生心肌坏死，偶可发生肺纤维化。,
PAM-C1,
爱纳灵,
乙二胺茶碱,
高尿酸血症,
儿童和3月龄以上婴儿：每天40～80mg/kg，每6小时1次。,
氯唑青霉素,
成人每次300mg，溶于5%葡萄糖液中静滴，2次/d，疗程3～14天。其中中或重度慢性呼吸道感染和术后感染疗程3～14天，复杂性尿路感染和妇科感染疗程5天。,
呋氟嘧啶,
Minocyn,
立思丁,
对大豆蛋白过敏者，用药前须做过敏试验。1,
苄那消,
司巴乐,
Pefloxacinum,
成人常规剂量：口服给药：一次10ml，一日3～4次。肾功能不全时剂量：严重肾功能损害者，需调整剂量。肝功能不全时剂量：严重肝功能损害者，需调整剂量。,
小儿支气管哮喘,
冷暗处保存，不得冷冻。,
Ledertrexate,
视神经炎,
幽门梗阻,
Zafirlukast,
当气道有真菌、病毒或结核菌感染时，应慎用本药 ,
对氨基柳酸钠,
片剂：125mg，250mg，500mg；,
败血症,
萘啶青霉素,
溴化二甲基轮环藤宁,
用药前后及用药时应当检查或监测：(1)听力检查。(2)定期检查血液。(3)定期检查肝、肾功能。,
缩酮氨苄青霉素,
肝功能不全时应慎用并减量，对腹腔积液及黄疸患者可每两日用药1次。,
嗜铬细胞瘤,
Miocamycin,
赞诺欣,
桑菊感冒冲剂,
酚间异丙肾上腺素,
肾功能不全时剂量:给药时应根据肌酐清除率调整剂量:(1)肌酐清除率为每分钟30～10ml者，起始量1～2g，以后维持量按常用量减半，间隔时间为6、8、12小时1次；(2)肌酐清除率小于每分钟10ml者，起始量0.5～1g，以后维持量按常用量的1/4，间隔时间为6、8、12小时1次。,
亚胺硫霉素/西拉司丁,
复达欣,
溴丁东莨菪碱,
下述推荐剂量是与氧化亚氮作为麻醉剂合用的剂量，若与其他麻醉作用更强的麻醉剂合用必须减量。静脉注射：成人和儿童，首剂量，0.04～0.1mg/kg，后续剂量每次0.01～0.02mg/kg，根据临床反应适时调整剂量。用于气管插管时0.1mg/kg。,
注射剂：0.1g(1ml)，0.2g(2ml)。,
妥舒沙星,
Elemene,
慎用：(1)妊娠和哺乳期妇女；(2)有骨髓抑制者或当肿瘤已侵犯骨髓时；(3)有痛风病史或有尿酸盐性肾结石病史者；(4)肝功能损害者；(5)已接受过放射治疗者；(6)有急性发作的气短及支气管痉挛，尤其是已使用丝裂霉素而肺功能障碍者。,
痰之保克,
清舒地尔,
注射剂：0.2mg(1ml)。,
蜜丸剂：10g。,
耳聋,
注射剂(粉)：20mg，80mg。,
Triamcinolone Acetonide/Neomycin sulfate/Thymol,
冠沙,
沐舒痰,
福禄马,
洗剂：0.025%；0.1%。,
用注射器抽吸冻干人纤维蛋白原溶解液，注入冻干人纤维蛋白原瓶内，得冻干人纤维蛋白原溶液；用另一注射器抽吸冻干人凝血酶溶解液，注入冻干人凝血酶瓶内，得冻干人凝血酶溶液。用原注射器分别抽吸冻干人纤维蛋白原溶液及冻干人凝血酶溶液等容量，然后将它们分别卡入推液架上，再把注射针针座或喷嘴安装到连接针座的锥头上，将两注射器锥头牢固地连接到连接针座上。安装完毕后，检查无松动渗漏，匀速、均衡地推动注射器联杆，点布或喷涂到需要处理的组织创面上，即可形成纤维蛋白胶。涂胶体之前，吸干伤口表面，提供一个干爽的表面，然后沿着缝线或创面处涂胶，10s内就会开始凝固。涂上胶体后，最少在60s内不要吸干或压迫伤口。使用的剂量与所要黏合或覆盖的表面、使用的涂药方法有关，用1.0ml规格的外科用冻干人纤维蛋白胶可以黏合面积大约为10cm2的创面。,
山梗菜碱,
异丙基肾上腺素,
氯氨铂,
神经病,
支气管哮喘患者用粉雾胶囊，成人每天3～4次，每次吸入20mg。水雾吸入，成人每天3～4次，每锨压两下，每锨约吸入10mg，6岁以上儿童，每天吸2次，剂量与成人相同。6岁以下儿童，很难做到使其协调吸药，故较少选用本药。,
Iressa,
慎用：(1)癫痫患者或有癫痫发作倾向者；(2)前列腺炎、膀胱炎患者；(3)5岁以下儿童；(4)支气管哮喘患者；(5)哺乳期妇女。,
Pirexyl,
肌内注射：尿路感染：成人：每天6～8g(每天量100～125mg/kg)，每6～12小时1次。,
丁溴东碱,
成人：(1)结核初治(与其他抗结核药合用)：①每次0.015g/kg，每天1次，顿服；②或每次0.025～0.03g/kg，最高2.5g，每周3次；③或每次0.05g/kg，最高2.5g，每周2次。我国目前间歇用药最高剂量为每天1.0～1.25g。(2)结核复治：每次0.025g/kg，每天1次，顿服，连续60天，继以每次0.015g/kg，每天1次，顿服。(3)非结核分枝杆菌感染(与其他抗分枝杆菌药合用)：每天0.015～0.025g/kg，顿服。,
Alpha-lobeline,
慎用：(1)胆石症或胆道疾病患者(可引起胆道平滑肌张力改变)。(2)慢性阻塞性肺疾病或慢性支气管炎患者(可引起呼吸道阻力、支气管平滑肌张力或分泌物改变)。(3)肝肾功能不全者。(4)甲状腺功能亢进者。(5)帕金森病患者。(6)消化性溃疡或胃肠道痉挛者。(7)肾结石患者(可能引起肾绞痛或输尿管反流)。(8)认知能力低下或有精神障碍者(可能影响中枢神经系统)。(9)尿路梗阻者。(10)有视网膜脱落史或有脱落危险者。,
海舒必,
吡哌醇,
Cefotaxime Sodium/Sulbactam,
乙琥红霉素,
Pipecunium,
Almitrine Bismesylate-Raubasine,
栓体舒,
大剂量可能兴奋呼吸，引起支气管痉挛。,
Erimec,
耳鸣,
抗变态反应药物,
成人：(1)口服给药：起始剂量每次20mg，每天2次。一般维持剂量为每次20mg，每天2次。剂量可逐步增加至最大量，每次40mg，每天2次，可能疗效最佳。(2)用于预防哮喘，应持续用药。(3)肾功能不全时剂量：不需调整剂量。(4)肝功能不全时剂量，起始剂量为每次20mg，每天2次，然后根据临床反应调整剂量。,
新复先,
石蜡油,
海力健,
糖浆剂：每瓶150ml。,
Jomybel,
Cancidas,
贝那替嗪,
密封、避光贮存。,
Lomefloxacin,
马来酸美吡拉敏,
Cefmenoxime,
Adcortyl-A,
前列环素I2,
无味红霉素,
利福霉素SV钠,
扑敏宁,
孕妇不宜长期应用。,
头孢噻甲羧肟五水化物,
矽肺,
口服：成人100～300mg，2～3次/d，极量500mg/次，1.5g/d。,
重症肌无力患者用药须谨慎掌握剂量，过量时可造成神经肌接头的除极型阻滞，出现肌无力现象，即所谓“胆碱能危象”。1,
Unasyn,
本品不能用于支气管痉挛急性发作的初始治疗。,
氢考酮,
Itraconazole,
优立新,
ABCD,
异性霉素,
口服，一次6g，一天1～2次。,
药物对老人的影响：老年患者应用本药时需减量。,
乙咪酯,
AtropinSulfatis,
慎用：局部注射时，有高血压、心脏病、糖尿病、骨质疏松症、青光眼、肝肾功能不全等的患者视病情慎用乃至禁用。,
达苄霉素,
呼吸兴奋药物,
药物对哺乳的影响本药可经乳汁排泄，哺乳妇女慎用。(1)本药不宜与普萘洛尔等非选择性β受体阻断药合用。(2)大剂量服用其他交感神经兴奋剂的患者慎用本药。(3)一旦发生全身性过敏反应应及时停药。(4)长期过量服用本药可致心律不齐或心肌麻痹，但一般在停药后症状即可消失。药物过量可选用心肌选择性β受体阻断药，但有支气管痉挛史者慎用。,
中性粒细胞减少,
灵菌素,
对呼吸肌麻痹者无效,
福多力,
本药不可用于急性哮喘发作。,
慎用：(1)自主神经功能障碍；(2)充血性心力衰竭；(3)冠心病；(4)高血压；(5)甲状腺功能亢进；(6)回肠造口术或结肠造瘘术；(7)心动过速；(8)轻度肝、肾疾病；(9)儿童和老年患者。,
药物对检验值或诊断的影响：可使血尿酸浓度测定值增高。,
赛特赞,
瑞普欣,
安迪灵,
奈西利肽,
儿童：每天40～80mg/kg，分4次服。,
静脉注射或静脉滴注：0.3～0.5mg/kg(成人每次15～30mg)，以注射用水3ml溶解后加入5%葡萄糖注射剂250ml中，每天1次，连用5天，3周重复，6周为1个疗程。,
Nasea,
防矽一号,
金诺尔曼,
全特宁,
Cefadroxil,
羧比西林,
风热,
可空腹或于进食后给药。如服利福平出现胃肠道刺激症状者，可改服本药。,
葡萄球菌感染,
克波阿宗,
双氯双氨络铂,
肾功能不全者减量使用。,
优利克,
Levalbuterol Hydrochloride,
小儿：每天100～200mg/kg，分2～4次给药，每天最高剂量为300mg/kg；②足月产新生儿：每次12.5～50mg/kg。在出生后前48h，每12小时1次；第3天至第2周，每8小时1次；以后每6小时1次；③早产儿：每次12.5～50mg/kg，第1周，每12小时1次；1～4周，每8小时次；4周以上，每6小时1次；(4)鞘内注射：用于脑膜炎患儿，婴幼儿(0～2岁)5mg，儿童(2～12岁)10mg。,
捷孚,
雅激酶,
舌下含服：每次60～120μg，先舌下含服，待哮喘缓解后，将所余部分用温开水送下。,
伟霸霉素,
溶栓治疗后必须给予抗血小板及抗凝药物以抑制潜在性血栓复发倾向 因此，在开始溶栓治疗之初，宜将尿激酶与低剂量阿司匹林(160mg)合用，待溶栓后，继续使用阿司匹林1个月，以降低急性期及15个月内的死亡率，但出血倾向会略加重 ,
氮唑速尿,
Ciprofloxacin,
柱晶霉素,
新生儿呼吸窘迫综合征,
慎用：(1)支气管哮喘患者；(2)术后肺不张或肺炎者；(3)消化道溃疡患者；(4)心律失常尤其是房室传导阻滞者；(5)低血压患者；(6)迷走神经功能亢进者；(7)甲亢患者；(8)肾上腺皮质功能不全患者；(9)帕金森病患者。,
成人常用量：3%溶液10～15ml，缓慢静脉注射，或用氯化钠注射液稀释到100ml后静脉注射(5～20min)，随后静脉注射25%硫代硫酸钠40ml(硫化氢中毒不需注射硫代硫酸钠)。必要时0.5～1h后可重复给半量或全量。,
醋氮磺胺,
Rifampicin,
Bareon,
支气管哮喘：皮下注射：0.2～0.5mg，可增至1mg，20min～4h重复，儿童0.01mg/kg。,
镇咳宁胶囊,
心肌梗死发生不久患者慎用。,
Flumarin,
健儿婴童咳水，糖浆剂：每瓶120ml，每5ml含氢溴酸右美沙芬4.5mg、氯苯那敏2mg、氯化铵30mg、枸橼酸6mg。,
赖氨酸头孢菌素,
使用本药期间不能进行放射治疗，特别是胸部放疗。在停止放疗后至少3～4周才能使用本药。,
喘乐宁气雾剂：急性或间歇用药：每次吸入1～2喷；维持性或预防性用药：每次2喷，每天3～4次；预防运动性哮喘：于运动前吸入2喷。儿童剂量减半。,
用药前后及用药时应当检查或监测:(1)听电图测定(尤其对老年患者)，用以检测高频听力损害；(2)温度刺激试验，用以检测前庭毒性；(3)肾功能测定；(4)血药浓度监测，本药的有效治疗浓度范围为15～25μg/ml，应避免血药峰浓度持续在35μg/ml以上和谷浓度超过5μg/ml。,
雾化吸入：每次1～3ml，用于黏痰阻塞引起的呼吸困难。,
重症肌无力患者可出现“胆碱能危象”，须谨慎掌握剂量。,
治疗新生儿重症肌无力：可皮下或肌内注射甲基硫酸新斯的明50～250μg，或口服新斯的明1～5mg，通常每天4次。治疗极少需要超过8周龄。,
Bosentan,
双丹片,
治疗轻至中度代谢性酸中毒时，宜口服给药；而治疗重度代谢性酸中毒(如严重肾脏病、循环衰竭、心肺复苏、体外循环及严重的原发性乳酸性酸中毒、糖尿病酮症酸中毒等)时，则应静脉内用药。,
妊娠期一般不应使用本品；由于左卡巴斯汀由肾脏排泄，故肾功能损伤病人慎用；由于本品鼻腔喷雾给药，无镇静作用，对精神活动亦无影响，故司机及精细操作者也可使用本品；作用时间长(持续12～16h)，故一般每天只须用药2次 ,
患有心脏病、甲亢、慢性阻塞性肺病、肝病、青光眼、排尿困难者及高龄者须遵医嘱服用。,
Fasturtec,
乙氧萘青霉素,
药物对哺乳的影响：尚不明确本药是否通过乳汁分泌，哺乳期妇女用药时应停止哺乳。,
煎膏剂：100g。,
防止误入气管。,
Salbutamol,
成人：(1)肌内注射：①单纯性尿路感染或社区获得性肺炎：每天4～8g，分2～4次给药。②单纯性淋病：单次肌内注射2g，注射前30min口服丙磺舒1g；(2)静脉给药:①单纯性尿路感染或社区获得性肺炎：每天4～8g，分2～4次静脉滴注；②败血症、院内感染的肺炎、腹腔感染、妇科感染：每6h3～4g。每天最大剂量不可超过24g；③手术后感染预防：在经腹子宫切除术前0.5～1h静脉给药2g，术后2g，6h后再予以2g；经阴道切除子宫时，术前0.5～1h静脉给药2g，第一次给药后6h和12h分别给药2g；剖宫产时在胎儿脐带夹住后即予产妇静脉注射2g，第一次剂量后，4h和8h再分别静脉给药2g；进行腹腔内手术时，于术前0.5～1h静脉给药2g，手术期间2g，以后每6小时再给予2g，至24h为止；(3)肾功能不全时剂量：肾功能减退者用药时适当减量。,
喘乐宁，气雾剂：每瓶总重18g，内含沙丁胺醇20mg，可喷200揿，每喷0.1mg；,
莫咳,
甲哌利福霉素,
肾功能不全时剂量：肾功能轻度不全者可不减量，肾功能中度和重度减退者的剂量应分别减为正常剂量的1/2和1/4。,
泛生舒复,
Selexid Vial,
舒美特,
成人常用量:1.0g，每12小时1次，每天最大量为4.0g。可深部肌内、静脉推注(3～5min)和静脉滴注(30min)。肾功能减退患者应根据肌酐清除率调整给药剂量:先给予与正常人一样的初始剂量后，肌酐清除率为每分钟30～10ml者，每天1.0～2.0g；每分钟＜10ml者，每天0.5～1.0g，每12小时1次。,
去甲氧噻肟头孢菌素,
结核胺,
本药为稀化痰液的制剂，对能够自行咳痰的患者，应用本药时应鼓励患者经常将稀化后的痰液咳出。,
注射剂：爱可松50mg/5ml；100mg/10ml。,
注射剂：1.5g，含头孢噻肟钠1g和舒巴坦0.5g。,
鼻塞,
下列情况慎用：血糖控制不良的糖尿病患者，近期发生过心肌梗死患者，严重器质性心血管疾病患者，甲状腺功能亢进患者，嗜铬细胞瘤患者，闭角型青光眼患者，前列腺肥大患者，膀胱癌患者。尚无12岁以下儿童应用的临床经验。妊娠及哺乳期间，慎用本品。药物过量出现的症状及处理：因吸入或口服溴化异丙托溴铵时，不易为全身吸收，故溴化异丙托溴铵无急性过量反应。沙丁胺醇过量反应为：咽痛、高血压、低钾血症、心动过速，发生上述反应时，可选用心肌选择性β受体阻滞剂尤其是β1受体阻滞剂是合适的特异性解毒剂，但是必须考虑使用这类药物时，有可能加重支气管阻塞，支气管哮喘患者应仔细调整剂量。使用气雾剂前应先将气雾液摇匀，并按压2次气雾剂活瓣。,
对青霉素过敏及过敏体质者慎用。,
甲苄胺唑啉,
不得与其他药液混合注射。,
高血压、心脏病、糖尿病、甲亢、青光眼、前列腺肥大引起的排尿困难、呼吸困难、肺气肿患者、老年人及12岁以下儿童不宜服用本品。,
Cortisol,
胶囊：150mg；,
沙美特罗氟替卡松,
有支气管扩张、肺脓疡、肺心病的患者，应在医师指导下服药。,
与鞣酸、有机碱盐类及各种金属盐类配伍，均可能产生沉淀；遇碱类加热可水解，并脱去乙二胺基生成烟酸盐 ,
慢性阻塞性肺疾病,
地氟可特,
丁尿胺,
用药期间应定期检查肝肾功能及血象。,
Amoxicillin/Sulbactam,
孕妇慎用。,
优喘平：每片含无水茶碱400mg。,
氨苄青霉素酞酯,
Asthone,
丁卡唑啉,
环己烯胺头孢菌素,
Ceftriaxone Sodium,
回苏灵,
盖洛仙,
Methylprednisolone,
Rocamycin,
头孢噻腾,
慎用：(1)乙醇中毒；(2)肝病或病毒性肝炎；(3)肾功能不全；(4)支气管哮喘；(5)胆结石；(6)颅脑外伤或颅内病变；(7)前列腺肥大；(8)不明原因的急腹症、腹泻；使用本药后可能掩盖真相，造成误诊；(9)哺乳妇女。,
格力特,
使用本药应严格遵守医嘱用药，并按时做记录；漏服药后不可服用双倍量；重症肌无力患者用量要恰到好处，过量时可发生胆碱能危象。,
儿童静脉给药：(1)新生儿(出生体重大于2kg)：日龄不超过7天者，每8小时30mg/kg，超过7天者，每8小时50mg/kg。(2)儿童：每天剂量50～150mg/kg，分3次用药，每天极量为6g。,
无体内蓄积，可长期应用。,
Cefsulodin,
肌之定,
本品50μg/100μg规格不适用于患有重度哮喘的成人和儿童哮喘患者。,
福尔利,
郎素,
本品含有防腐剂苯扎氯铵(洁尔灭)，故治疗期间勿用隐型眼镜。,
Ticarcillin/ Clavulanate Potassium,
Procaterol,
Cefspan,
胶囊(按红霉素计)：0.05g，0.125g；,
口服，每次75mg，2次/d，早餐和晚餐后服用。,
泼尼氮芥,
Tasonermin,
静滴溶于生理盐水或5%葡萄糖注射液。,
奥罗那,
Guaiacol Glycerol Ether,
海正立特,
集气剂如有渗漏，不得使用。,
科赛斯,
多西他赛注射剂：20mg/支，80mg/支(各附有1.5ml、6ml溶剂)。避光贮藏，放置于2～8℃下保存。,
使力安,
用药前后及用药时应当监测全血细胞计数。,
康宁克通-A,
热病,
跟腱断裂,
缓慢静注：(1)成人：每次15mg，每天2～3次；(2)儿童：每次7.5mg，分2～3次。,
在使用过程中，应注意保暖防寒，避免感冒，在饮食上以清淡为主，并忌辛辣、香烟、酒等香燥之品。,
服药期间可能出现皮疹、恶心、纳减等现象，继续服药后会自行消失。,
Pathomycin,
己双肾上腺素,
Rifam,
Lotemax,
诺维本,
炎消迪娜儿糖浆,
用药前后及用药时应当检查或监测:(1)听电图测定(尤其对老年患者)，用于检测高频听力损害；(2)温度刺激试验，用于检测前庭毒性；(3)肾功能测定；(4)血药浓度监测，以避免血药峰浓度持续在30～35μg/ml以上或谷浓度超过5μg/ml(本药有效浓度范围为15～30μg/ml)。,
交叉过敏：对乙硫异烟胺、吡嗪酰胺、烟酸或者其他化学结构相关的药物过敏者也可能对本药过敏。,
成人:(1)肌内注射：每次0.5～1g，每天2次。(2)静脉给药：每次1g，每天2次。重度感染，每天剂量可增倍给予。,
环戊去甲利福平,
Fenoterol,
甲氧氰甲硫唑头孢菌素,
贝拉司特,
长期大量使用可有皮质醇增多症表现，必须观察血糖、血压及有无精神症状。,
主动脉瓣狭窄,
茶碱片：常释片：0.1g，缓释片：0.1g；1,
Rufloxacin,
Dibutyryl Cyclic Adenosine Phosphate,
连续应用时间不宜超过14天。听力不佳者慎用。,
应准备好抢救过敏性休克的措施。,
氨苄三水酸,
Minocycline,
对轻度肝、胆、肾损伤者不需调整剂量。,
安迪芬,
本药与其他喹诺酮类药之间存在交叉过敏。,
Romicil,
妊娠妇女的安全性未确立。,
Kamynex,
发生血管性水肿时应停用本药，并皮下注射肾上腺素，静脉注射氢化可的松或地塞米松。1,
肾功能不全、癫痫患者慎用。,
普米克令舒,
抗肿瘤抗生素,
前列环素,
安唐西林,
威他霉素,
本可松,
ME-1207,
不宜单独用于多痰患者，对于多痰患者，应与祛痰药联合使用。,
对氨柳酸钠,
儿童，按体重每天40～80mg/kg，6～8小时1次，重症感染可增加至每天160mg/kg；脑膜炎每天可用到200mg/kg，6～8小时1次。,
新敏灵,
在某些急症治疗中，通常采用肌内注射或静脉给药，以期快速起效。,
Midecamycinum,
急性肺水肿：静脉注射成人起始剂量为40mg，60～90min后再给。,
正肾素,
双丁酰环磷腺苷,
吸入型丙酸氟替卡松的益处为可将口服皮质激素减小到最低需求量。但患者从口服皮质激素改为吸入型丙酸氟替卡松治疗时，因存在肾上腺反应不足的可能，应特别谨慎，口服给药应在开始使用吸入皮质激素的同时逐步撤销，并定期监测肾上腺皮质功能。,
二乙烟酰胺,
有变态反应史者慎用。,
避免与其他镇咳祛痰药、感冒药、抗组胺药、镇静药同时服用。,
睡眠障碍,
儿童必须在成人监护下使用。,
茶碱乙烯双胺,
Cefprozilum,
重组干扰素α-2b,
吉赛欣,
注射剂：20mg。,
泰必治,
羟甲基无环鸟苷,
玉屏风片,
儿童常规剂量：口服给药：(1)预防和(或)巩固治疗：6个月至12岁儿童，使用儿童胶囊，一日3.5mg，余同成人给药。(2)急性期治疗：6个月至12岁儿童，使用儿童胶囊，一次3.5mg，一日1次，余同成人给药。,
尿活素,
福必安,
多肽类,
清康,
99mTc-MIBI,
房颤,
泰洛伦,
利复斯汀,
曲氟沙星,
复方卡那霉素注射剂:每支含卡那霉素360mg和甲氧苄啶18mg(2ml)；,
甲氟烯索,
交沙霉素丙酯,
Eritromicina,
避光、热保存，开瓶12h后不宜作麻醉药用。贮存2年后，应重新检查，符合质量要求才能使用。,
琥珀酸钠泼尼松龙注射剂：(PrednisoloneSodiumSuccinate)25mg/mL，供肌肉注射、静脉注射或滴注。,
氟氯苯甲异恶唑青霉素,
宇力,
舒巴坦钠-头孢哌酮钠,
阿莫克拉,
格雷西隆,
爱纳灵，缓释胶囊：每粒含沙丁胺醇4mg、8mg；,
下列情况慎用：肺结核患者，严重心血管疾病(包括心律失常)患者，糖尿病患者，未经处理的低血钾或甲状腺毒症患者，甲状腺功能亢进患者。老年患者无需调整剂量。人类妊娠与哺乳期间使用沙美特罗和丙酸氟替卡松尚无足够经验。在对动物的生殖毒性研究中，无论单独用药或联合用药，全身性暴露于过量的强效β2肾上腺素受体激动剂和糖皮质激素时，均发现对胎儿的预期影响。孕妇慎用。妊娠和哺乳期间，只有在预期对母亲的益处超过任何对胎儿或孩子的可能危害时才考虑用药。尚无4岁以下儿童使用本品的资料，儿童慎用。肝、肾受损的患者无需调整剂量。其他：,
急性哮喘，应先使用支气管扩张药控制后再使用本品与本品合用。,
Telithromycin,
普拿,
戊烯松,
