graphml_entity,medical_kg_entity,match_type,confidence
1.0g,1.0g,exact,1.0
味觉减退,味觉减退,exact,1.0
血丝痰,血丝痰,exact,1.0
病毒性肺炎,病毒性肺炎,exact,1.0
空洞,空洞,exact,1.0
萘夫西林,萘夫西林,exact,1.0
胸腔感染,胸腔感染,exact,1.0
抗病毒治疗,抗病毒治疗,exact,1.0
利托那韦,利托那韦,exact,1.0
早产儿,早产儿,exact,1.0
85%,85%,exact,1.0
心脏病,心脏病,exact,1.0
外周神经炎,外周神经炎,exact,1.0
放线菌病,放线菌病,exact,1.0
毛孢子菌,毛孢子菌,exact,1.0
阿司匹林,阿司匹林,exact,1.0
奥司他韦,奥司他韦,exact,1.0
epiglottitis,epiglottitis,exact,1.0
注射用水,注射用水,exact,1.0
呼吸窘迫,呼吸窘迫,exact,1.0
伊曲康唑口服液,伊曲康唑口服液,exact,1.0
皮下气肿,皮下气肿,exact,1.0
强心药,强心药,exact,1.0
针刺感,针刺感,exact,1.0
无力,无力,exact,1.0
腹痛,腹痛,exact,1.0
ketek,ketek,exact,1.0
clarithromycin,clarithromycin,exact,1.0
常见,常见,exact,1.0
甲硝唑,甲硝唑,exact,1.0
胸腔穿刺术,胸腔穿刺术,exact,1.0
中度,中度,exact,1.0
淋巴结肿大,淋巴结肿大,exact,1.0
冷冻,冷冻,exact,1.0
隐球菌,隐球菌,exact,1.0
头孢托仑匹酯,头孢托仑匹酯,exact,1.0
community-acquired pneumonia,community-acquired pneumonia,exact,1.0
剧烈头痛,剧烈头痛,exact,1.0
预后差,预后差,exact,1.0
凝血障碍,凝血障碍,exact,1.0
喉息肉,喉息肉,exact,1.0
血糖升高,血糖升高,exact,1.0
淋巴结,淋巴结,exact,1.0
视网膜炎,视网膜炎,exact,1.0
吡嗪酰胺,吡嗪酰胺,exact,1.0
体育锻炼,体育锻炼,exact,1.0
利尿剂,利尿剂,exact,1.0
流感病毒肺炎,流感病毒肺炎,exact,1.0
北美,北美,exact,1.0
histoplasmosis,histoplasmosis,exact,1.0
腺病毒肺炎,腺病毒肺炎,exact,1.0
咳嗽后呕吐,咳嗽后呕吐,exact,1.0
神经内科,神经内科,exact,1.0
播散性荚膜组织胞浆菌病,播散性荚膜组织胞浆菌病,exact,1.0
pcp,pcp,exact,1.0
invanz,invanz,exact,1.0
pao2,pao2,exact,1.0
羧甲司坦,羧甲司坦,exact,1.0
假单胞菌感染,假单胞菌感染,exact,1.0
阿莫沙平,阿莫沙平,exact,1.0
呼吸道合胞体病毒急性支气管炎,呼吸道合胞体病毒急性支气管炎,exact,1.0
右肺上叶,右肺上叶,exact,1.0
口干,口干,exact,1.0
哮喘持续状态,哮喘持续状态,exact,1.0
aspiration pneumonia,aspiration pneumonia,exact,1.0
吸痰,吸痰,exact,1.0
密切观察,密切观察,exact,1.0
急性,急性,exact,1.0
营养不良,营养不良,exact,1.0
发烧,发烧,exact,1.0
司帕沙星,司帕沙星,exact,1.0
阻塞性肺气肿,阻塞性肺气肿,exact,1.0
左肺上叶,左肺上叶,exact,1.0
链球菌性咽炎,链球菌性咽炎,exact,1.0
尿常规,尿常规,exact,1.0
氧疗,氧疗,exact,1.0
肺炎克雷伯菌,肺炎克雷伯菌,exact,1.0
肺部病变,肺部病变,exact,1.0
头孢替唑,头孢替唑,exact,1.0
早期治疗,早期治疗,exact,1.0
流感样症状,流感样症状,exact,1.0
呼吸系统,呼吸系统,exact,1.0
他克莫司,他克莫司,exact,1.0
高血糖,高血糖,exact,1.0
依维莫司,依维莫司,exact,1.0
涂片镜检,涂片镜检,exact,1.0
肾功能不全,肾功能不全,exact,1.0
pyrazinamide,pyrazinamide,exact,1.0
喉部黏膜,喉部黏膜,exact,1.0
影像学,影像学,exact,1.0
美他环素,美他环素,exact,1.0
浓缩,浓缩,exact,1.0
头孢西丁,头孢西丁,exact,1.0
非结核分枝杆菌感染,非结核分枝杆菌感染,exact,1.0
胸部ct,胸部ct,exact,1.0
x线片,x线片,exact,1.0
5%～10%,5%～10%,exact,1.0
肺癌,肺癌,exact,1.0
广谱青霉素,广谱青霉素,exact,1.0
支气管壁增厚,支气管壁增厚,exact,1.0
声带结节,声带结节,exact,1.0
no,no,exact,1.0
苄星青霉素,苄星青霉素,exact,1.0
immunoglobulin,immunoglobulin,exact,1.0
颈部,颈部,exact,1.0
铁锈色痰,铁锈色痰,exact,1.0
急性呼吸衰竭,急性呼吸衰竭,exact,1.0
慢性咽炎,慢性咽炎,exact,1.0
病理活检,病理活检,exact,1.0
肺炎球菌多糖疫苗,肺炎球菌多糖疫苗,exact,1.0
阿昔洛韦,阿昔洛韦,exact,1.0
喹诺酮类,喹诺酮类,exact,1.0
colistin,硫酸粘菌素颗粒,llm,0.9
血气胸,血气胸,exact,1.0
肾脏替代治疗,肾脏替代治疗,exact,1.0
内镜检查,内镜检查,exact,1.0
声门水肿,声门水肿,exact,1.0
过敏反应,过敏反应,exact,1.0
ceftriaxone,ceftriaxone,exact,1.0
外科治疗,外科治疗,exact,1.0
皮肤反应,皮肤反应,exact,1.0
双盲,双盲,exact,1.0
阿莫西林,阿莫西林,exact,1.0
唑吡坦,唑吡坦,exact,1.0
ciprofloxacin,ciprofloxacin,exact,1.0
ambisome,ambisome,exact,1.0
肝衰竭,肝衰竭,exact,1.0
人免疫球蛋白,人免疫球蛋白,exact,1.0
血行感染,血行感染,exact,1.0
肺原发性结核性复征,肺原发性结核性复征,exact,1.0
眼新型隐球菌病,眼新型隐球菌病,exact,1.0
利福昔明,利福昔明,exact,1.0
肌阵挛,肌阵挛,exact,1.0
肺门淋巴结肿大,肺门淋巴结肿大,exact,1.0
磺胺甲恶唑,磺胺甲恶唑,exact,1.0
扎那米韦,扎那米韦,exact,1.0
心肌缺血,心肌缺血,exact,1.0
皮肤,皮肤,exact,1.0
噻吗洛尔,噻吗洛尔,exact,1.0
1%,1%,exact,1.0
脓性痰,脓性痰,exact,1.0
乳胶凝集试验,乳胶凝集试验,exact,1.0
omalizumab,omalizumab,exact,1.0
呼吸道隔离,呼吸道隔离,exact,1.0
呼吸科,呼吸科,exact,1.0
育龄期女性,育龄期女性,exact,1.0
米库氯铵,米库氯铵,exact,1.0
兔热病,兔热病,exact,1.0
预防性抗生素,预防性抗生素,exact,1.0
博卡病毒,博卡病毒,exact,1.0
混合感染,混合感染,exact,1.0
低血糖,低血糖,exact,1.0
咳嗽,咳嗽,exact,1.0
脱水,脱水,exact,1.0
喉水肿,喉水肿,exact,1.0
治疗措施,治疗措施,exact,1.0
胸部x线,胸部x线,exact,1.0
慢性呼吸衰竭,慢性呼吸衰竭,exact,1.0
口腔黏膜,口腔黏膜,exact,1.0
一级预防,一级预防,exact,1.0
肺组织活检,肺组织活检,exact,1.0
唑类,唑类,exact,1.0
肿瘤患者,肿瘤患者,exact,1.0
间质性肺气肿,间质性肺气肿,exact,1.0
羟考酮,羟考酮,exact,1.0
军团菌病,军团菌病,exact,1.0
劳拉西泮,劳拉西泮,exact,1.0
慢性喘息性支气管炎,慢性喘息性支气管炎,exact,1.0
cefadroxil,cefadroxil,exact,1.0
念珠菌病,念珠菌病,exact,1.0
体重下降,体重下降,exact,1.0
卡巴胂,卡巴胂,exact,1.0
pcr法,pcr法,exact,1.0
毛霉病,毛霉病,exact,1.0
青年,青年,exact,1.0
头孢泊肟酯,头孢泊肟酯,exact,1.0
脑,脑,exact,1.0
呼吸循环衰竭,呼吸循环衰竭,exact,1.0
itraconazole capsules,itraconazole capsules,exact,1.0
发热,发热,exact,1.0
痉挛,痉挛,exact,1.0
利福霉素钠,利福霉素钠,exact,1.0
头孢替安,头孢替安,exact,1.0
肺炎性假瘤,肺炎性假瘤,exact,1.0
医院获得性感染,医院获得性感染,exact,1.0
empyema,empyema,exact,1.0
外伤,外伤,exact,1.0
解毒药,解毒药,exact,1.0
检验科,检验科,exact,1.0
肝毒性,肝毒性,exact,1.0
衰弱,衰弱,exact,1.0
pneumonia,pneumonia,exact,1.0
灼痛,灼痛,exact,1.0
血白细胞计数,血白细胞计数,exact,1.0
喉痉挛,喉痉挛,exact,1.0
坏死性丘疹,坏死性丘疹,exact,1.0
支气管镜,支气管镜,exact,1.0
气管梗阻,气管梗阻,exact,1.0
严重,严重,exact,1.0
食欲不振,食欲不振,exact,1.0
b族链球菌感染,b族链球菌感染,exact,1.0
凝血酶原时间,凝血酶原时间,exact,1.0
喉炎,喉炎,exact,1.0
高钙血症,高钙血症,exact,1.0
渗出性胸膜炎,渗出性胸膜炎,exact,1.0
胸腺肽,胸腺肽,exact,1.0
心内科,心内科,exact,1.0
窒息,窒息,exact,1.0
土拉菌病,土拉菌病,exact,1.0
急性喉水肿,急性喉水肿,exact,1.0
klebsiella pneumoniae,klebsiella pneumoniae,exact,1.0
血管活性药物,血管活性药物,exact,1.0
保泰松,保泰松,exact,1.0
面部肿胀,面部肿胀,exact,1.0
抗菌剂,抗菌剂,exact,1.0
肺坏疽,肺坏疽,exact,1.0
尿抗原检测,尿抗原检测,exact,1.0
蠕虫,蠕虫,exact,1.0
莫匹罗星软膏,莫匹罗星软膏,exact,1.0
跟腱断裂,跟腱断裂,exact,1.0
月经期支气管哮喘,月经期支气管哮喘,exact,1.0
血液病,血液病,exact,1.0
结膜炎,结膜炎,exact,1.0
急性肺栓塞,急性肺栓塞,exact,1.0
螺旋霉素,螺旋霉素,exact,1.0
甲氨蝶呤,甲氨蝶呤,exact,1.0
急性气管支气管炎,急性气管支气管炎,exact,1.0
病原治疗,病原治疗,exact,1.0
zosyn,zosyn,exact,1.0
艾他培南,艾他培南,exact,1.0
hiv感染,hiv感染,exact,1.0
误吸风险,误吸风险,exact,1.0
胆汁淤积性黄疸,胆汁淤积性黄疸,exact,1.0
碳青霉烯类抗生素,碳青霉烯类抗生素,exact,1.0
白喉棒状杆菌,白喉棒状杆菌,exact,1.0
骨,骨,exact,1.0
白细胞减少,白细胞减少,exact,1.0
外部物质引起的呼吸性情况,外部物质引起的呼吸性情况,exact,1.0
阻塞性肺炎,阻塞性肺炎,exact,1.0
播散性孢子丝菌病,播散性孢子丝菌病,exact,1.0
肝损害,肝损害,exact,1.0
cefuroxime axetil,cefuroxime axetil,exact,1.0
磁共振成像,磁共振成像,exact,1.0
结核性脓胸,结核性脓胸,exact,1.0
噻嘧啶,噻嘧啶,exact,1.0
钩端螺旋体病,钩端螺旋体病,exact,1.0
北美洲,北美洲,exact,1.0
c反应蛋白,c反应蛋白,exact,1.0
伊维菌素,伊维菌素,exact,1.0
透析,透析,exact,1.0
三氯苯达唑,三氯苯达唑,exact,1.0
耳聋,耳聋,exact,1.0
免疫缺陷,免疫缺陷,exact,1.0
转移因子,转移因子,exact,1.0
内科,内科,exact,1.0
红斑,红斑,exact,1.0
血浆置换,血浆置换,exact,1.0
呃逆,呃逆,exact,1.0
注射剂,注射剂,exact,1.0
药疹,药疹,exact,1.0
咳黄痰,咳黄痰,exact,1.0
西多福韦,西多福韦,exact,1.0
包裹性脓胸,包裹性脓胸,exact,1.0
痰液,痰液,exact,1.0
化脓性淋巴结炎,化脓性淋巴结炎,exact,1.0
高热,高热,exact,1.0
肺动脉菌栓栓塞,肺动脉菌栓栓塞,exact,1.0
死亡,死亡,exact,1.0
5mg,5mg,exact,1.0
血小板减少症,血小板减少症,exact,1.0
自发性气胸,自发性气胸,exact,1.0
镇静药,镇静药,exact,1.0
环磷酰胺,环磷酰胺,exact,1.0
头孢唑肟钠,头孢唑肟钠,exact,1.0
斑疹,斑疹,exact,1.0
迟发型哮喘,迟发型哮喘,exact,1.0
夫西地酸,夫西地酸,exact,1.0
ethambutol,ethambutol,exact,1.0
外周血,外周血,exact,1.0
血红蛋白,血红蛋白,exact,1.0
渗出物,渗出物,exact,1.0
胸片,胸片,exact,1.0
补液,补液,exact,1.0
病原体,病原体,exact,1.0
肺间质纤维化,肺间质纤维化,exact,1.0
异维a酸,异维a酸,exact,1.0
氟康唑片,氟康唑片,exact,1.0
直接镜检,直接镜检,exact,1.0
静脉滴注,静脉滴注,exact,1.0
多形性红斑,多形性红斑,exact,1.0
西洛他唑,西洛他唑,exact,1.0
堪萨斯分枝杆菌,堪萨斯分枝杆菌,exact,1.0
氨基糖苷类,氨基糖苷类,exact,1.0
震颤,震颤,exact,1.0
肺栓塞提及急性肺源性心脏病,肺栓塞提及急性肺源性心脏病,exact,1.0
泼尼松龙,泼尼松龙,exact,1.0
骨质疏松症,骨质疏松症,exact,1.0
c34,c34,exact,1.0
干燥,干燥,exact,1.0
胸腔,胸腔,exact,1.0
脑电图检查,脑电图检查,exact,1.0
mefoxin,mefoxin,exact,1.0
血红蛋白下降,血红蛋白下降,exact,1.0
多黏菌素b,多黏菌素b,exact,1.0
麻疹病毒,麻疹病毒,exact,1.0
非典型性肺炎,非典型性肺炎,exact,1.0
副球孢子菌病,副球孢子菌病,exact,1.0
华法林,华法林,exact,1.0
腹胀,腹胀,exact,1.0
儿童,儿童,exact,1.0
耳痛,耳痛,exact,1.0
肺叶,肺叶,exact,1.0
胃肠道症状,胃肠道症状,exact,1.0
氟替卡松,氟替卡松,exact,1.0
新生儿呼吸窘迫综合征,新生儿呼吸窘迫综合征,exact,1.0
声带水肿,声带水肿,exact,1.0
口服,口服,exact,1.0
产妇,产妇,exact,1.0
变态反应,变态反应,exact,1.0
脓毒血症,脓毒血症,exact,1.0
amoxicillin,amoxicillin,exact,1.0
急性粟粒性肺结核,急性粟粒性肺结核,exact,1.0
复视,复视,exact,1.0
耐酶青霉素,耐酶青霉素,exact,1.0
nebcin,nebcin,exact,1.0
咳痰,咳痰,exact,1.0
沙眼衣原体,沙眼衣原体,exact,1.0
慢性,慢性,exact,1.0
丙二醇,丙二醇,exact,1.0
平衡液,平衡液,exact,1.0
polymyxin,polymyxin,exact,1.0
万古霉素,万古霉素,exact,1.0
鹦鹉热衣原体肺炎,鹦鹉热衣原体肺炎,exact,1.0
肾上腺素,肾上腺素,exact,1.0
eosinophilic pneumonia,eosinophilic pneumonia,exact,1.0
器官移植,器官移植,exact,1.0
smzco,smzco,exact,1.0
心外科,心外科,exact,1.0
病情稳定,病情稳定,exact,1.0
低钾血症,低钾血症,exact,1.0
呼吸功能锻炼,呼吸功能锻炼,exact,1.0
着色芽生菌病,着色芽生菌病,exact,1.0
骨骼肌松弛药,骨骼肌松弛药,exact,1.0
周围神经病,周围神经病,exact,1.0
利巴韦林,利巴韦林,exact,1.0
内脏,内脏,exact,1.0
肺孢子菌,肺孢子菌,exact,1.0
tienam,tienam,exact,1.0
预后不良,预后不良,exact,1.0
脑脊液,脑脊液,exact,1.0
aspergillosis,aspergillosis,exact,1.0
大脑隐球菌病,大脑隐球菌病,exact,1.0
美洲组织胞浆菌病,美洲组织胞浆菌病,exact,1.0
氟胞嘧啶,氟胞嘧啶,exact,1.0
乳腺癌,乳腺癌,exact,1.0
气管镜,气管镜,exact,1.0
抗感染药,抗感染药,exact,1.0
急性肺动脉栓塞,急性肺动脉栓塞,exact,1.0
疼痛,疼痛,exact,1.0
纤维支气管镜,纤维支气管镜,exact,1.0
周身不适,周身不适,exact,1.0
氯吡格雷,氯吡格雷,exact,1.0
儿科,儿科,exact,1.0
cryptococcosis,cryptococcosis,exact,1.0
乙胺丁醇,乙胺丁醇,exact,1.0
甲氧氟烷,甲氧氟烷,exact,1.0
肺假性淋巴瘤,肺假性淋巴瘤,exact,1.0
年龄,年龄,exact,1.0
50mg,50mg,exact,1.0
过氧化氢溶液,过氧化氢溶液,exact,1.0
利福布汀,利福布汀,exact,1.0
美罗培南,美罗培南,exact,1.0
阿米巴病,阿米巴病,exact,1.0
真菌感染,真菌感染,exact,1.0
鼾音,鼾音,exact,1.0
呕吐,呕吐,exact,1.0
fungizone,fungizone,exact,1.0
克雷伯氏菌,克雷伯氏菌,exact,1.0
炭疽病,炭疽病,exact,1.0
艾柯病毒急性支气管炎,艾柯病毒急性支气管炎,exact,1.0
tracheitis,tracheitis,exact,1.0
社区获得性感染,社区获得性感染,exact,1.0
胃,胃,exact,1.0
肺活检,肺活检,exact,1.0
脱屑,脱屑,exact,1.0
呼吸系统感染,呼吸系统感染,exact,1.0
脾切除,脾切除,exact,1.0
喉头水肿,喉头水肿,exact,1.0
elisa,elisa,exact,1.0
嗜酸细胞性肺炎,嗜酸细胞性肺炎,exact,1.0
冬季,冬季,exact,1.0
空气消毒,空气消毒,exact,1.0
磺胺异噁唑,磺胺异噁唑,exact,1.0
李斯特菌,李斯特菌,exact,1.0
干啰音,干啰音,exact,1.0
消化不良,消化不良,exact,1.0
螺内酯,螺内酯,exact,1.0
cefotan,cefotan,exact,1.0
gatifloxacin,gatifloxacin,exact,1.0
虚弱,虚弱,exact,1.0
美沙拉秦,美沙拉秦,exact,1.0
invasive pulmonary aspergillosis,invasive pulmonary aspergillosis,exact,1.0
获得性免疫缺陷综合征,获得性免疫缺陷综合征,exact,1.0
ifa,ifa,exact,1.0
crp,crp,exact,1.0
血管扩张药,血管扩张药,exact,1.0
气管插管,气管插管,exact,1.0
penicilliosis,penicilliosis,exact,1.0
chlamydia pneumoniae,chlamydia pneumoniae,exact,1.0
对照,对照,exact,1.0
流行性感冒疫苗,流行性感冒疫苗,exact,1.0
煤工尘肺,煤工尘肺,exact,1.0
多肽类,多肽类,exact,1.0
肺部,肺部,exact,1.0
萎缩性咽炎,萎缩性咽炎,exact,1.0
香菇多糖,香菇多糖,exact,1.0
结核性脑膜炎,结核性脑膜炎,exact,1.0
肌酐,肌酐,exact,1.0
反射亢进,反射亢进,exact,1.0
口渴,口渴,exact,1.0
异帕米星,异帕米星,exact,1.0
maxipime,maxipime,exact,1.0
克拉霉素,克拉霉素,exact,1.0
克拉维酸,克拉维酸,exact,1.0
tazocin,tazocin,exact,1.0
锋克松,锋克松,exact,1.0
心功能不全,心功能不全,exact,1.0
非甾体类抗炎药,非甾体类抗炎药,exact,1.0
纤毛不动综合征,纤毛不动综合征,exact,1.0
unasyn,unasyn,exact,1.0
拍背,拍背,exact,1.0
关节炎,关节炎,exact,1.0
免疫抑制药物,免疫抑制药物,exact,1.0
结节,结节,exact,1.0
rsv,rsv,exact,1.0
儿童期哮喘,儿童期哮喘,exact,1.0
偶然分枝杆菌,偶然分枝杆菌,exact,1.0
菌血症,菌血症,exact,1.0
复方制剂,复方制剂,exact,1.0
胆固醇,胆固醇,exact,1.0
头孢地尼,头孢地尼,exact,1.0
医护人员,医护人员,exact,1.0
着色真菌病,着色真菌病,exact,1.0
精氨酸,精氨酸,exact,1.0
粒细胞集落刺激因子,粒细胞集落刺激因子,exact,1.0
间质性肺病,间质性肺病,exact,1.0
镇静,镇静,exact,1.0
脓毒性休克,脓毒性休克,exact,1.0
机会性感染,机会性感染,exact,1.0
血钾降低,血钾降低,exact,1.0
tazobactam,tazobactam,exact,1.0
疫苗,疫苗,exact,1.0
四环素类抗生素,四环素类抗生素,exact,1.0
病情严重,病情严重,exact,1.0
医院感染,医院感染,exact,1.0
败血症,败血症,exact,1.0
恩夫韦地,恩夫韦地,exact,1.0
多粘菌素,多粘菌素,exact,1.0
血清学检查,血清学检查,exact,1.0
曲霉菌病,曲霉菌病,exact,1.0
毛霉菌病,毛霉菌病,exact,1.0
cefotetan,cefotetan,exact,1.0
厌氧培养,厌氧培养,exact,1.0
缺氧,缺氧,exact,1.0
hiv患者,hiv患者,exact,1.0
纳入,纳入,exact,1.0
皮疹,皮疹,exact,1.0
咽部充血,咽部充血,exact,1.0
中国,中国,exact,1.0
抗病毒药物治疗,抗病毒药物治疗,exact,1.0
肺血栓形成,肺血栓形成,exact,1.0
低钠血症,低钠血症,exact,1.0
加替沙星,加替沙星,exact,1.0
经支气管肺活检,经支气管肺活检,exact,1.0
关节疼痛,关节疼痛,exact,1.0
胆囊炎,胆囊炎,exact,1.0
痰量增加,痰量增加,exact,1.0
虫霉病,虫霉病,exact,1.0
过敏性鼻炎伴哮喘,过敏性鼻炎伴哮喘,exact,1.0
替加环素,替加环素,exact,1.0
栓塞,栓塞,exact,1.0
x线检查,x线检查,exact,1.0
谷草转氨酶,谷草转氨酶,exact,1.0
变态反应性支气管哮喘,变态反应性支气管哮喘,exact,1.0
急性毛细支气管炎,急性毛细支气管炎,exact,1.0
排痰困难,排痰困难,exact,1.0
生化试验,生化试验,exact,1.0
幻觉,幻觉,exact,1.0
甲氧苄胺嘧啶,甲氧苄胺嘧啶,exact,1.0
注意事项,注意事项,exact,1.0
口腔念珠菌感染,口腔念珠菌感染,exact,1.0
食欲增加,食欲增加,exact,1.0
乏力,乏力,exact,1.0
真菌性肺炎,真菌性肺炎,exact,1.0
心脏杂音,心脏杂音,exact,1.0
肺鼠疫,肺鼠疫,exact,1.0
起病急骤,起病急骤,exact,1.0
头孢氨苄,头孢氨苄,exact,1.0
胸腔穿刺,胸腔穿刺,exact,1.0
急性低风险性肺栓塞,急性低风险性肺栓塞,exact,1.0
依托红霉素,依托红霉素,exact,1.0
气管狭窄,气管狭窄,exact,1.0
细胞毒性药物,细胞毒性药物,exact,1.0
外科,外科,exact,1.0
脑脓肿,脑脓肿,exact,1.0
阿比多尔,阿比多尔,exact,1.0
发冷,发冷,exact,1.0
第三代,第三代,exact,1.0
头孢丙烯,头孢丙烯,exact,1.0
药物过敏,药物过敏,exact,1.0
碳酸氢钠,碳酸氢钠,exact,1.0
定向力障碍,定向力障碍,exact,1.0
耐甲氧西林金黄色葡萄球菌,耐甲氧西林金黄色葡萄球菌,exact,1.0
史蒂文斯-约翰逊综合征,史蒂文斯-约翰逊综合征,exact,1.0
眼球突出,眼球突出,exact,1.0
cephazolin,cephazolin,exact,1.0
环孢菌素,环孢菌素,exact,1.0
结石,结石,exact,1.0
西妥昔单抗,西妥昔单抗,exact,1.0
全身中毒症状,全身中毒症状,exact,1.0
头孢美唑钠,头孢美唑钠,exact,1.0
足菌肿,足菌肿,exact,1.0
sulperazon,sulperazon,exact,1.0
中东呼吸综合征,中东呼吸综合征,exact,1.0
皮肤损害,皮肤损害,exact,1.0
药敏,药敏,exact,1.0
非典型肺炎,非典型肺炎,exact,1.0
肠道,肠道,exact,1.0
头孢布烯,头孢布烯,exact,1.0
免疫学检测,免疫学检测,exact,1.0
感觉缺失,感觉缺失,exact,1.0
上消化道出血,上消化道出血,exact,1.0
异物,异物,exact,1.0
烧伤,烧伤,exact,1.0
包裹性气胸,包裹性气胸,exact,1.0
酸中毒,酸中毒,exact,1.0
骨髓抑制,骨髓抑制,exact,1.0
维生素c,维生素c,exact,1.0
自愈,自愈,exact,1.0
白消安,白消安,exact,1.0
ipa,ipa,exact,1.0
非小细胞肺癌,非小细胞肺癌,exact,1.0
吞咽困难,吞咽困难,exact,1.0
高血压,高血压,exact,1.0
炎症反应,炎症反应,exact,1.0
衣原体,衣原体,exact,1.0
芽生菌性脓皮病,芽生菌性脓皮病,exact,1.0
再感染,再感染,exact,1.0
kaletra,kaletra,exact,1.0
sars,sars,exact,1.0
泰利霉素,泰利霉素,exact,1.0
氟康唑胶囊,氟康唑胶囊,exact,1.0
isoniazid,isoniazid,exact,1.0
头孢氨噻醚酯,头孢氨噻醚酯,exact,1.0
肺隐球菌感染,肺隐球菌感染,exact,1.0
盗汗,盗汗,exact,1.0
肺大疱,肺大疱,exact,1.0
便血,便血,exact,1.0
血液培养,血液培养,exact,1.0
立克次体病,立克次体病,exact,1.0
喉鸣,喉鸣,exact,1.0
海分枝杆菌,海分枝杆菌,exact,1.0
内窥镜检查,内窥镜检查,exact,1.0
12个月,12个月,exact,1.0
出血热,出血热,exact,1.0
革兰阴性杆菌,革兰阴性杆菌,exact,1.0
grepafloxacin,grepafloxacin,exact,1.0
acei,acei,exact,1.0
干咳,干咳,exact,1.0
环境,环境,exact,1.0
动脉血气分析,动脉血气分析,exact,1.0
精神紊乱,精神紊乱,exact,1.0
莫西沙星,莫西沙星,exact,1.0
磺胺嘧啶,磺胺嘧啶,exact,1.0
上腹部不适,上腹部不适,exact,1.0
肺毛霉病,肺毛霉病,exact,1.0
寒战高热,寒战高热,exact,1.0
葡萄牙念珠菌,葡萄牙念珠菌,exact,1.0
组织活检,组织活检,exact,1.0
哮喘性支气管炎,哮喘性支气管炎,exact,1.0
血浆,血浆,exact,1.0
环丙沙星缓释片,环丙沙星缓释片,exact,1.0
vap,vap,exact,1.0
头孢匹罗,头孢匹罗,exact,1.0
肺动脉,肺动脉,exact,1.0
心动过缓,心动过缓,exact,1.0
食欲缺乏,食欲缺乏,exact,1.0
血,血,exact,1.0
肺部症状,肺部症状,exact,1.0
棘白菌素类药物,棘白菌素类药物,exact,1.0
阿司匹林哮喘,阿司匹林哮喘,exact,1.0
卡泊芬净,卡泊芬净,exact,1.0
房室传导阻滞,房室传导阻滞,exact,1.0
肺梗死,肺梗死,exact,1.0
周围神经炎,周围神经炎,exact,1.0
轻度腹泻,轻度腹泻,exact,1.0
心脏停搏,心脏停搏,exact,1.0
乙胺嗪,乙胺嗪,exact,1.0
幽门梗阻,幽门梗阻,exact,1.0
tdf,tdf,exact,1.0
茚地那韦,茚地那韦,exact,1.0
氮质血症,氮质血症,exact,1.0
ceftizoxime,ceftizoxime,exact,1.0
人类偏肺病毒,人类偏肺病毒,exact,1.0
会厌,会厌,exact,1.0
病原学检测,病原学检测,exact,1.0
胸壁瘘,胸壁瘘,exact,1.0
痰涂片,痰涂片,exact,1.0
鼻孢子菌病,鼻孢子菌病,exact,1.0
temocillin,temocillin,exact,1.0
孢子丝菌病,孢子丝菌病,exact,1.0
心胸外科,心胸外科,exact,1.0
肺炎支原体急性支气管炎,肺炎支原体急性支气管炎,exact,1.0
声带,声带,exact,1.0
氨苄西林钠,氨苄西林钠,exact,1.0
经验性抗菌治疗,经验性抗菌治疗,exact,1.0
气管炎,气管炎,exact,1.0
eosinophilia,eosinophilia,exact,1.0
肝功能损害,肝功能损害,exact,1.0
新型隐球菌脑膜炎,新型隐球菌脑膜炎,exact,1.0
氯二甲箭毒,氯二甲箭毒,exact,1.0
萘啶酸,萘啶酸,exact,1.0
cefprozil,cefprozil,exact,1.0
强力霉素,强力霉素,exact,1.0
急诊科,急诊科,exact,1.0
动脉,动脉,exact,1.0
氟喹诺酮类,氟喹诺酮类,exact,1.0
过敏样反应,过敏样反应,exact,1.0
伤寒,伤寒,exact,1.0
急性肺荚膜组织胞浆菌病,急性肺荚膜组织胞浆菌病,exact,1.0
上呼吸道,上呼吸道,exact,1.0
呼吸道感染,呼吸道感染,exact,1.0
150mg,150mg,exact,1.0
心力衰竭,心力衰竭,exact,1.0
男性患者,男性患者,exact,1.0
呼吸道合胞病毒感染,呼吸道合胞病毒感染,exact,1.0
百日咳杆菌,百日咳杆菌,exact,1.0
ertapenem,ertapenem,exact,1.0
氟西泮,氟西泮,exact,1.0
克柔念珠菌,克柔念珠菌,exact,1.0
视神经炎,视神经炎,exact,1.0
血尿素氮,血尿素氮,exact,1.0
男性,男性,exact,1.0
流感嗜血杆菌,流感嗜血杆菌,exact,1.0
密切接触,密切接触,exact,1.0
肺吸虫病,肺吸虫病,exact,1.0
gpt,gpt,exact,1.0
呋喃妥因,呋喃妥因,exact,1.0
手,手,exact,1.0
肺血管,肺血管,exact,1.0
难治性支气管哮喘,难治性支气管哮喘,exact,1.0
is,is,exact,1.0
复数菌感染,复数菌感染,exact,1.0
对症治疗,对症治疗,exact,1.0
手术,手术,exact,1.0
抗菌药物,抗菌药物,exact,1.0
血小板计数,血小板计数,exact,1.0
面罩,面罩,exact,1.0
眼睑,眼睑,exact,1.0
paragonimiasis,paragonimiasis,exact,1.0
fungal asthma,fungal asthma,exact,1.0
奥硝唑,奥硝唑,exact,1.0
哮鸣音,哮鸣音,exact,1.0
期外收缩,期外收缩,exact,1.0
高压氧治疗,高压氧治疗,exact,1.0
