name,type,description,source
specimen types,检查,"""The various samples used for testing, such as tissue, body fluids, aspirates, biopsies, and swabs.""<SEP>""Various samples (e.g., CSF, plasma, serum, bone marrow) used for viral testing, with specific handling requirements.""",guideline
specimens,检查,"""Specimens are biological samples (respiratory secretions, BAL, sputum, tissue) collected from patients at risk for IA for diagnostic testing.""",guideline
specimens of any potential source,检查,"""Samples from suspected infection sites to identify pathogens.""",guideline
spherical shadow,检查,"""The radiographic description of an aspergilloma, appearing as a spherical shadow with surrounding air in a pulmonary cavity.""",guideline
spirochetes in peripheral blood,检查,"""Detection of spirochetes in blood smears, a diagnostic method for relapsing fever and B. miyamotoi infection.""",guideline
splenic abscess aspirate,检查,"""Aspirate of splenic abscess for culture and analysis.""<SEP>""Aspirate of splenic lesion for splenic abscess diagnosis.""",guideline
splenic abscess aspirate and culture,检查,"""Combined test for splenic abscess aspirate and culture in splenic abscess diagnosis.""",guideline
splenic abscess aspirate and culture and gram stain,检查,"""Combined test for splenic abscess aspirate and culture in splenic abscess diagnosis.""",guideline
splenic abscess aspirate and culture and gram stain and aerobic and anaerobic cultures,检查,"""Combined test for splenic abscess aspirate and culture in splenic abscess diagnosis and bacterial infections.""",guideline
splenic abscess aspirate and culture and gram stain and aerobic and anaerobic cultures and acid-fast bacilli stain and culture and mycobacterial naat,检查,"""Combined test for splenic abscess aspirate and culture in splenic abscess diagnosis and bacterial and tuberculosis infections.""",guideline
splenic abscess aspirate and culture and gram stain and aerobic and anaerobic cultures and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy,检查,"""Combined test for splenic abscess aspirate and culture in splenic abscess diagnosis and bacterial, tuberculosis, and fungal infections.""",guideline
splenic abscess aspirate and culture and gram stain and aerobic and anaerobic cultures and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy and parasite ova and organism microscopy,检查,"""Combined test for splenic abscess aspirate and culture in splenic abscess diagnosis and bacterial, tuberculosis, fungal, and parasitic infections.""",guideline
splenic lesion aspirate,检查,"""Aspirate from splenic lesion for culture and analysis.""",guideline
splenic lesion aspirate and culture,检查,"""Combined test for splenic lesion aspirate and culture in splenic abscess diagnosis.""",guideline
splenic lesion aspirate and culture and gram stain,检查,"""Combined test for splenic lesion aspirate and culture in splenic abscess diagnosis.""",guideline
splenic lesion aspirate and culture and gram stain and aerobic and anaerobic cultures,检查,"""Combined test for splenic lesion aspirate and culture in splenic abscess diagnosis and bacterial infections.""",guideline
splenic lesion aspirate and culture and gram stain and aerobic and anaerobic cultures and acid-fast bacilli stain and culture and mycobacterial naat,检查,"""Combined test for splenic lesion aspirate and culture in splenic abscess diagnosis and bacterial and tuberculosis infections.""",guideline
splenic lesion aspirate and culture and gram stain and aerobic and anaerobic cultures and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy,检查,"""Combined test for splenic lesion aspirate and culture in splenic abscess diagnosis and bacterial, tuberculosis, and fungal infections.""",guideline
splenic lesion aspirate and culture and gram stain and aerobic and anaerobic cultures and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy and parasite ova and organism microscopy,检查,"""Combined test for splenic lesion aspirate and culture in splenic abscess diagnosis and bacterial, tuberculosis, fungal, and parasitic infections.""",guideline
spontaneous bacterial peritonitis aspirate,检查,"""Aspirate of peritoneal fluid for spontaneous bacterial peritonitis diagnosis.""",guideline
spontaneous bacterial peritonitis aspirate and culture,检查,"""Combined test for spontaneous bacterial peritonitis aspirate and culture in spontaneous bacterial peritonitis diagnosis.""",guideline
spontaneous bacterial peritonitis aspirate and culture and gram stain,检查,"""Combined test for spontaneous bacterial peritonitis aspirate and culture in spontaneous bacterial peritonitis diagnosis.""",guideline
spontaneous bacterial peritonitis aspirate and culture and gram stain and aerobic and anaerobic cultures,检查,"""Combined test for spontaneous bacterial peritonitis aspirate and culture in spontaneous bacterial peritonitis diagnosis and bacterial infections.""",guideline
spontaneous bacterial peritonitis aspirate and culture and gram stain and aerobic and anaerobic cultures and acid-fast bacilli stain and culture and mycobacterial naat,检查,"""Combined test for spontaneous bacterial peritonitis aspirate and culture in spontaneous bacterial peritonitis diagnosis and bacterial and tuberculosis infections.""",guideline
spontaneous bacterial peritonitis aspirate and culture and gram stain and aerobic and anaerobic cultures and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy,检查,"""Combined test for spontaneous bacterial peritonitis aspirate and culture in spontaneous bacterial peritonitis diagnosis and bacterial, tuberculosis, and fungal infections.""",guideline
spontaneous bacterial peritonitis aspirate and culture and gram stain and aerobic and anaerobic cultures and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy and parasite ova and organism microscopy,检查,"""Combined test for spontaneous bacterial peritonitis aspirate and culture in spontaneous bacterial peritonitis diagnosis and bacterial, tuberculosis, fungal, and parasitic infections.""",guideline
spun versus unspun urine,检查,"""Different methods of processing urine samples for urinalysis, which can affect the detection of pyuria.""|>6",guideline
sputa (expectorated or induced),检查,"""Samples for diagnosis.""<SEP>""Samples used for microscopy and culture to support diagnosis.""",guideline
sputum aspergillus pcr,检查,"""A diagnostic test for Aspergillus, more sensitive than culture for detecting CCPA.""<SEP>""Molecular test for Aspergillus in sputum, more sensitive than culture.""<SEP>""Molecular test for Aspergillus in sputum.""<SEP>""A molecular diagnostic test performed on sputum to detect Aspergillus DNA. It is more",guideline
sputum microscopy,检查,"""Microscopic examination of sputum for fungal elements.""<SEP>""Microscopic examination of sputum.""",guideline
staging systems,检查,"""Classification of disease stage, e.g., localized vs. disseminated mucormycosis.""<SEP>""Methods for determining disease extent, e.g., localized vs. disseminated.""",guideline
stains,检查,"""Microscopic techniques using dyes to visualize microorganisms in BAL samples.""",guideline
standard laboratory naats,检查,"""A diagnostic approach for disease.""<SEP>""A reference standard for diagnostic procedures.""<SEP>""The reference standard against which Visby performance is compared.""",guideline
standard urine culture (suc) approaches,检查,"""Traditional methods for urine culture that may not recover all potential pathogens, especially in low quantities.""",guideline
standardized testing approach,检查,"""A method for testing antibiotic susceptibility, which is currently lacking for the combination of ceftazidime-avibactam and aztreonam.""<SEP>""A uniform method for testing antibiotic susceptibility, which is currently lacking for the combination of ceftazidime-avibactam and aztreonam.""",guideline
standardized variable headings,检查,"""The headings used in the data extraction form.""",guideline
statement of findings (sof),检查,"""Statement of Findings (SoF) is a document in the Online Supplement Table that provides detailed data from studies on fosfomycin for CRKP infections.""<SEP>""Statement of Findings (SoF) is a document in the Online Supplement Table that provides detailed data from studies on fosfomycin for CRKP infecti",guideline
statistical variations,检查,"""A type of variation explored in subgroup analysis to explain heterogeneity.""",guideline
sterile anaerobic container,检查,"""A container for tissue samples, transported at room temperature within 30 minutes to 1 hour.""<SEP>""A container used for transporting tissue samples, which must be transported at room temperature within 30 minutes to 1 hour.""<SEP>""A diagnostic approach for disease.""",guideline
sterile blood cultures at 72 h,检查,"""A microbiological criterion used to assess treatment response in invasive candidiasis, indicating successful clearance of the pathogen from the blood.""",guideline
sterile sample,检查,"""Samples from sterile sites (e.g., tissue biopsy) essential for definitive diagnosis of rare mold infections.""",guideline
sterile urine,检查,"""A condition indicating the absence of bacteria in the urine, used as a criterion for determining the duration of treatment for urinary tract infections.""",guideline
sterility testing,检查,"""Testing compounded medications for microbial contamination before use, though not always feasible for patient-specific doses.""",guideline
stool,检查,"""Specimen for parasite ova and organism microscopy, and E. histolytica antigen detection.""",guideline
stool antigen test,检查,"""A noninvasive assay for H. pylori with 90%-98% sensitivity, useful for testing organism eradication after therapy.""",guideline
stool aspirate,检查,"""Aspirate of stool for parasite examination.""",guideline
stool aspirate and parasite examination,检查,"""Combined test for stool aspirate and parasite examination in parasitic infection diagnosis.""",guideline
stool aspirate and parasite examination and aerobic and anaerobic cultures and gram stain,检查,"""Combined test for stool aspirate and parasite examination in parasitic infection diagnosis.""",guideline
stool aspirate and parasite examination and aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat,检查,"""Combined test for stool aspirate and parasite examination in parasitic infection diagnosis and tuberculosis.""",guideline
stool aspirate and parasite examination and aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy,检查,"""Combined test for stool aspirate and parasite examination in parasitic infection diagnosis and tuberculosis and fungal infections.""",guideline
stool aspirate and parasite examination and aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy and parasite ova and organism microscopy,检查,"""Combined test for stool aspirate and parasite examination in parasitic infection diagnosis and tuberculosis, fungal, and parasitic infections.""",guideline
stool examination for parasitic causes,检查,"""Stool examination for cysts and trophozoites, generally not helpful for amebic abscess diagnosis.""",guideline
stool examination for parasitic causes and serology,检查,"""Combined test for parasitic causes in liver mass lesions.""",guideline
stool examination for parasitic causes and serology and serum antigen detection,检查,"""Combined test for parasitic causes in liver mass lesions.""",guideline
stool examination for parasitic causes and serology and serum antigen detection and aerobic and anaerobic cultures and gram stain,检查,"""Combined test for parasitic causes in liver mass lesions and bacterial infections.""",guideline
stool examination for parasitic causes and serology and serum antigen detection and aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat,检查,"""Combined test for parasitic causes in liver mass lesions and bacterial and tuberculosis infections.""",guideline
stool examination for parasitic causes and serology and serum antigen detection and aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy,检查,"""Combined test for parasitic causes in liver mass lesions and bacterial, tuberculosis, and fungal infections.""",guideline
stool examination for parasitic causes and serology and serum antigen detection and aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy and parasite ova and organism microscopy,检查,"""Combined test for parasitic causes in liver mass lesions and bacterial, tuberculosis, fungal, and parasitic infections.""",guideline
stool for acid-fast bacilli stain and culture and mycobacterial naat,检查,"""Combined test for stool in tuberculosis.""",guideline
stool for acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy,检查,"""Combined test for stool in tuberculosis and fungal infections.""",guideline
stool for acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy and parasite ova and organism microscopy,检查,"""Combined test for stool in tuberculosis, fungal, and parasitic infections.""",guideline
stool for acid-fast bacilli stain and culture and mycobacterial naat and parasite ova and organism microscopy,检查,"""Combined test for stool in tuberculosis and parasitic infections.""",guideline
stool for aerobic and anaerobic cultures and gram stain,检查,"""Combined test for stool in various infections.""",guideline
stool for aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat,检查,"""Combined test for stool in various infections and tuberculosis.""",guideline
stool for aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy,检查,"""Combined test for stool in various infections, tuberculosis, and fungal infections.""",guideline
stool for aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat and fungal culture and koh or fluorescent stain microscopy and parasite ova and organism microscopy,检查,"""Combined test for stool in various infections, tuberculosis, fungal, and parasitic infections.""",guideline
stool for aerobic and anaerobic cultures and gram stain and acid-fast bacilli stain and culture and mycobacterial naat and parasite ova and organism microscopy,检查,"""Combined test for stool in various infections, tuberculosis, and parasitic infections.""",guideline
stool for aerobic and anaerobic cultures and gram stain and fungal culture and koh or fluorescent stain microscopy,检查,"""Combined test for stool in various infections and fungal infections.""",guideline
stool for aerobic and anaerobic cultures and gram stain and fungal culture and koh or fluorescent stain microscopy and parasite ova and organism microscopy,检查,"""Combined test for stool in various infections, fungal, and parasitic infections.""",guideline
stool for aerobic and anaerobic cultures and gram stain and parasite ova and organism microscopy,检查,"""Combined test for stool in various infections and parasitic infections.""",guideline
stool for cysts and trophozoites,检查,"""Microscopic examination of stool for Entamoeba histolytica, generally not helpful for amebic abscess diagnosis.""",guideline
stool for fungal culture and koh or fluorescent stain microscopy,检查,"""Combined test for stool in fungal infections.""",guideline
stool for fungal culture and koh or fluorescent stain microscopy and parasite ova and organism microscopy,检查,"""Combined test for stool in fungal and parasitic infections.""",guideline
stool for parasite ova and organism microscopy,检查,"""Combined test for stool in parasitic infections.""<SEP>""Microscopic examination for parasite eggs and organisms in stool.""",guideline
stool for viral culture or naat,检查,"""Combined test for stool in viral infections.""",guideline
stool specimens (parasitology),检查,"""Stool specimens are required for parasitology examinations (O&P). The number of specimens has evolved from 3 to more targeted approaches.""",guideline
stop-it trial,检查,"""The STOP-IT trial is a study whose post-hoc analyses support the equivalence of shorter versus longer antibiotic durations in specific patient groups (sepsis, co-morbid diseases, percutaneous source control).""",guideline
strip stacking or crossing methods,检查,"""Strip stacking or crossing methods using MIC test strips (MTS) are synergy testing methods with 100% sensitivity and specificity.""",guideline
studies,检查,"""Studies are research investigations, such as comparative effectiveness studies, that provide evidence for clinical recommendations.""",guideline
studies (including randomized controlled trials from international conferences),检查,"""Studies identified after the final search date if they had a significant impact on the recommendations.""",guideline
studies on decolonization,检查,"""A type of study excluded from the study.""<SEP>""Studies on removing bacteria from patients excluded from the systematic review.""",guideline
studies on prophylaxis,检查,"""A type of study excluded from the study.""<SEP>""Studies on preventive treatment excluded from the systematic review.""",guideline
"studies were graded as low, high or unclear risk based on the following criteria: random sequence generation, allocation concealment, blinding of participants and personnel, blinding of outcome assessment, incomplete outcome data, selective reporting and other bias",检查,"""The criteria for quality assessment.""",guideline
study,检查,"""A research investigation (e.g., a clinical trial or another study) providing data on resistance emergence or treatment outcomes.""<SEP>""A research investigation, mentioned multiple times as the source of evidence for test performance and treatment efficacy.""<SEP>""Study refers to a research investiga",guideline
study abstracts,检查,"""Study abstracts were entered into a customized Covidence database for screening.""",guideline
study abstracts were entered into a customized covidence database for screening,检查,"""Study abstracts were entered into a customized Covidence database for screening.""",guideline
study data,检查,"""Study data is the information collected in a study, such as the event and total numbers for treatments in the meta-analysis.""",guideline
study heterogeneity,检查,"""Limitation in meta-analyses comparing daptomycin and linezolid, affecting interpretation of results.""",guideline
study limitations interpretability,检查,"""Significant limitations in the observational study make findings challenging to interpret and applicability unclear.""",guideline
study selection and data extraction,检查,"""Processes performed separately for yeast, mold, and endemic mycoses infections by the authors during the literature review.""",guideline
subgroup analyses,检查,"""Analyses of specific patient subgroups (e.g., drug-resistant pathogens) in clinical trials, showing no survival benefit for nebulized antibiotics.""<SEP>""Analyses of specific patient subgroups in trials, which did not show a survival benefit with nebulized antibiotics for drug-resistant pathogens.""<",guideline
subgroup analysis of a phase 3 double-blind rct,检查,"""An analysis of a specific subgroup within a phase 3 RCT, used to assess treatment effects in patients with P. aeruginosa infection for ceftolozane-tazobactam.""",guideline
subgroup difference test,检查,"""Subgroup difference test is a statistical test to determine if there are significant differences in treatment effects between subgroups.""",guideline
subsequent clinical mdr-p. aeruginosa isolates,检查,"""Bacterial isolates obtained from the same patient after initial treatment, for which repeat AST is requested to monitor for resistance development.""",guideline
subsequent isolation,检查,"""Subsequent isolation refers to the process of re-isolating bacteria after antibiotic exposure to check for resistance development.""<SEP>""The process of isolating bacteria from a patient after antibiotic exposure, used in studies to identify the emergence of resistance.""<SEP>""The process of isolatin",guideline
subtherapeutic concentrations,检查,"""Low drug levels that may lead to treatment failure, requiring dose escalation.""",guideline
sucra value,检查,"""SUCRA value is a numerical score from a network meta-analysis that indicates the ranking of treatments. A higher SUCRA value (e.g., 91.7% for clinical cure) indicates a better ranking.""<SEP>""SUCRA value is a numerical score from a network meta-analysis that indicates the ranking of treatments. A hi",guideline
sufficient fluid,检查,"""Adequate volume of peritoneal fluid (e.g., 10-50 mL",guideline
sulbactam-durlobactam clinical trial,检查,"""The clinical trial comparing sulbactam-durlobactam (plus imipenem-cilastatin) to colistin (plus imipenem-cilastatin) for CRAB pneumonia or bloodstream infections, showing non-inferiority and secondary benefits for sulbactam-durlobactam.""",guideline
sulbactam-durlobactam clinical trial comparator,检查,"""The comparator arm in the clinical trial was colistin plus imipenem-cilastatin, which is not a preferred treatment regimen for CRAB infections.""",guideline
sulbactam-durlobactam hollow fiber model,检查,"""A hollow fiber infection model showed enhanced reductions in bacterial growth when a carbapenem was added to sulbactam-durlobactam.""",guideline
sulbactam-durlobactam non-inferiority,检查,"""The clinical trial for sulbactam-durlobactam met pre-specified non-inferiority criteria for 28-day mortality compared to colistin.""",guideline
sulbactam-durlobactam pk/pd,检查,"""Pharmacokinetic/Pharmacodynamic properties of sulbactam-durlobactam, with the dosing strategy achieving target attainment for >90% of isolates with MICs ≤4/4 μg/mL.""",guideline
sulbactam-durlobactam pk/pd target attainment,检查,"""The dosing strategy of sulbactam-durlobactam achieves PK/PD target attainment for >90% of A. baumannii isolates with MICs ≤4/4 μg/mL.""",guideline
summary of findings,检查,"""A section of a table summarizing the findings of a systematic review, including fields like number of patients, relative effect, absolute effect, and certainty.""<SEP>""A tabular representation in a systematic review that summarizes the main results of the included studies, including the number of pa",guideline
summary of findings (sof),检查,"""Summary of findings (SoF) is a table that presents the main results of a systematic review, including the quality of evidence and the magnitude of effect for each outcome.""",guideline
summary of findings tables,检查,"""Tables used to present the quality of evidence appraised using the GRADE system in the guideline.""<SEP>""Tables used to present the quality of evidence appraised using the GRADE system in the guideline.""<SEP>""Tables used to present the quality of evidence appraised using the GRADE system.""<SEP>""Tabl",guideline
superiority analysis,检查,"""A statistical analysis to determine if one treatment is significantly better than another, often performed after non-inferiority is established.""",guideline
supplemental testing,检查,"""Additional testing (Western blots or EIAs) performed after initial screening in TTTA.""",guideline
supplementary,检查,"""Supplementary materials, including the search tactic, are referenced in the updated intra-abdominal infection guidelines.""",guideline
supplementary for the search tactic,检查,"""The search tactic is detailed in the Supplementary materials.""",guideline
supratherapeutic concentrations,检查,"""High drug levels that increase toxicity risk, requiring dose reduction or interruption.""",guideline
surface sampling,检查,"""Swabbing surfaces to test for fungal contamination, e.g., in operating rooms or patient areas.""",guideline
surface swab quantitative culture,检查,"""A method for monitoring bacterial colonization, but limited by reflecting surface microbiota rather than deep tissue.""",guideline
surface swabbing,检查,"""Testing surfaces for fungal contamination.""",guideline
surface swabbing for sterility,检查,"""Testing surfaces in clean rooms for microbial contamination, ensuring aseptic conditions.""",guideline
surrogate marker of infection,检查,"""A marker (e.g., abnormal CT, positive GM, β-D-glucan, PCR) used to identify high-risk subpopulations for targeted therapy.""",guideline
surveillance bronchoscopies,检查,"""Regular bronchoscopy for monitoring airway complications, rejection, and colonization.""<SEP>""Regular bronchoscopy for monitoring.""",guideline
surveillance culture,检查,"""A culture performed to detect the presence of pathogens (e.g., metallo-beta-lactamase-producing organisms) in a patient, often used to guide treatment.""",guideline
surveillance studies 90% activity,检查,"""Surveillance studies show TMP-SMX has more than 90% likelihood of activity against S. maltophilia.""",guideline
surveillance studies consistently show >90% likelihood activity,检查,"""Surveillance studies have consistently shown that TMP-SMX has more than 90% likelihood of activity against S. maltophilia.""",guideline
surveillance studies indicate susceptibility of s. maltophilia isolates approaches 100%,检查,"""A finding from surveillance studies that cefiderocol is highly effective against S. maltophilia isolates, even those resistant to other agents.""",guideline
"surveillance studies indicate susceptibility of s. maltophilia isolates approaches 100%, even against isolates resistant to other commonly prescribed agents, with the caveat that investigations were generally conducted before widespread clinical use of the drug",检查,"""A summary of surveillance study findings for cefiderocol against S. maltophilia, noting high susceptibility but a caveat about timing.""",guideline
surveillance studies report that minocycline and tigecycline have activity against approximately 70 - 9 0 % of s. maltophilia isolates,检查,"""Specific data from surveillance studies on the percentage of S. maltophilia isolates susceptible to minocycline and tigecycline.""",guideline
susceptibility (ampc gene),检查,"""Susceptibility to antibiotics in bacteria with inducible ampC genes is dynamic and can change during treatment, requiring careful monitoring.""",guideline
susceptibility (ampc-e),检查,"""Susceptibility testing (e.g., cefepime MIC) is critical for guiding treatment of AmpC-E infections to ensure efficacy.""",guideline
susceptibility (infection),检查,"""Susceptibility to antibiotics, as determined by AST, is crucial for guiding effective treatment of infections caused by Enterobacterales.""",guideline
susceptibility categories,检查,"""Classification of antifungal drug susceptibility, not possible for mucormycosis due to lack of breakpoints.""",guideline
susceptibility category,检查,"""The classification of a pathogen's response to an antibiotic (e.g., susceptible, intermediate, resistant), which CLSI eliminated for colistin and polymyxin B.""",guideline
susceptibility data,检查,"""Data on antibiotic activity against pathogens, used to refine treatment recommendations after identification.""",guideline
susceptibility has been demonstrated,检查,"""A condition that must be met before using an antibiotic for a specific target organism.""",guideline
susceptibility identification,检查,"""The process of identifying the susceptibility of the pathogen to antibiotics, required for targeted treatment.""",guideline
susceptibility interpretive criteria,检查,"""Guidelines for interpreting susceptibility test results, such as those from CLSI or FDA, which are available for some antibiotics against CRAB but not others.""<SEP>""Standards used to interpret MIC results, established by CLSI and FDA for some antibiotics but not for tigecycline and eravacycline aga",guideline
susceptibility profile,检查,"""The pattern of antibiotic susceptibility for a specific bacterium, used to guide treatment choices.""<SEP>""The pattern of antibiotic susceptibility for a specific pathogen, used to guide treatment decisions and refine therapy.""<SEP>""The pattern of antibiotic susceptibility of the bacterial isolate, ",guideline
susceptibility testing of gbs,检查,"""Testing for GBS susceptibility, recommended only in patients allergic to penicillin.""",guideline
susceptibility testing of isolates,检查,"""Recommended to guide therapeutic choices.""",guideline
susceptibility testing results,检查,"""Susceptibility testing results are used to guide antibiotic selection when confirmatory phenotypic ESBL testing is negative for E. coli, K. pneumoniae, K. oxytoca, or P. mirabilis not susceptible to ceftriaxone.""<SEP>""The outcome of antibiotic susceptibility testing, indicating which antibiotics ar",guideline
susceptibility to an appropriate oral agent,检查,"""A criterion for considering oral stepdown therapy, requiring demonstrated susceptibility to an oral antibiotic.""<SEP>""A criterion for oral stepdown therapy, requiring demonstrated susceptibility.""<SEP>""A criterion for oral stepdown therapy.""<SEP>""Demonstrated effectiveness of an oral antibiotic aga",guideline
susceptibility to an appropriate oral agent is demonstrated,检查,"""Susceptibility to an appropriate oral agent must be demonstrated through testing before using it for oral step-down therapy.""",guideline
susceptibility to meropenem,检查,"""A condition for using meropenem, requiring that the CRE isolate be susceptible to meropenem (meropenem MICs ≤ 1 mcg/mL<SEP>""Demonstration that a CRE isolate is susceptible to meropenem in laboratory tests; used to guide therapy if carbapenemase testing is negative.""",guideline
susceptibility to the agent administered,检查,"""A condition in which bacterial isolates are susceptible to the antibiotic being used, often required for favorable outcomes in studies.""",guideline
"susceptibility to tmp-smx, ciprofloxacin, or levofloxacin is demonstrated",检查,"""Laboratory confirmation that these antibiotics are effective against the pathogen, allowing for a transition from IV carbapenem to oral therapy.""",guideline
susceptible dose-dependent (ampc gene),检查,"""Susceptible dose-dependent category for cefepime in bacteria with inducible ampC genes may indicate higher risk of co-production of other resistance mechanisms like ESBLs.""",guideline
susceptible dose-dependent (ampc-e),检查,"""Susceptible dose-dependent category for cefepime (MIC 4-8 μg/mL) in AmpC-E infections may indicate higher risk of ESBL co-production and treatment failure.""",guideline
susceptible dose-dependent (infection),检查,"""Susceptible dose-dependent category for antibiotics like cefepime indicates that higher doses may be needed for infections caused by Enterobacterales, but with caution for ESBL co-production.""",guideline
susceptible dose-dependent (sdd),检查,"""A category of antibiotic susceptibility where the MIC is within a range (e.g., 4-8 µg/mL for cefepime) that can be overcome with higher antibiotic doses.""",guideline
susceptible dose-dependent category,检查,"""Higher cefepime MIC in susceptible dose-dependent category is associated with increased mortality in Enterobacter spp. infections.""<SEP>""MIC category where higher levels were associated with increased mortality for cefepime in Enterobacter spp. infections.""",guideline
susceptible to sulbactam,检查,"""A laboratory finding indicating that a pathogen (e.g., CRAB) is susceptible to sulbactam, guiding the use of ampicillin-sulbactam as treatment.""",guideline
susceptible to tigecycline,检查,"""A laboratory finding indicating that a pathogen (e.g., CRAB) is susceptible to tigecycline, though EUCAST does not provide breakpoints for tigecycline against Acinetobacter.""",guideline
suseptibility,检查,"""A typo in the text for 'susceptibility', referring to the susceptibility of bacteria to antibiotics.""",guideline
suspect mucormycosis,检查,"""The use of radiological factors like the reverse halo sign to raise suspicion for mucormycosis.""",guideline
symptom burden assessment,检查,"""Evaluating the impact of symptoms on quality of life.""",guideline
syndrome-based rct,检查,"""Randomized controlled trials that group patients by clinical syndrome (e.g., BSI, UTI) rather than by specific pathogen, leading to small subgroups for 3GCephRE.""",guideline
syndrome-based trial assessment,检查,"""The assessment of trials based on clinical syndromes.""",guideline
syndrome-based trial design,检查,"""Trial design focusing on clinical syndromes rather than specific pathogens.""",guideline
syndrome-based trial evaluation,检查,"""The evaluation of trials based on clinical syndromes.""",guideline
syndrome-based trial methodology,检查,"""The approach of conducting trials based on clinical syndromes.""",guideline
syndrome-based trials,检查,"""Antibiotic approval trials that focus on clinical syndromes rather than specific bacteria, often including few MDR bacteria patients.""<SEP>""Syndrome-based trials are common in antibiotic approval but may not adequately represent MDR bacteria populations.""",guideline
synovial fluid alpha-defensin,检查,"""A biomarker in synovial fluid that is a reliable diagnostic test for periprosthetic joint infection.""",guideline
synovial fluid analysis,检查,"""Analysis of joint fluid, including cell count, Gram stain, and culture, to diagnose septic arthritis.""",guideline
synovial fluid and/or tissue biopsies,检查,"""Recommended specimen types for bone and joint infections, as swabs are not recommended.""",guideline
synovial fluid cell count,检查,"""Synovial fluid cell count is a diagnostic test that measures the number of cells in synovial fluid, used to assess inflammation or infection.""",guideline
synovial fluid cell count and differential,检查,"""Measurement of cell types and numbers in synovial fluid, used to diagnose periprosthetic joint infection.""",guideline
synovial fluid differential,检查,"""Synovial fluid differential is a test that identifies the types of cells (e.g., neutrophils) in synovial fluid, aiding in the diagnosis of infection or inflammation.""",guideline
synovial fluid levels,检查,"""Synovial fluid levels of antifungals are substantial with systemic administration, making local injection unnecessary.""",guideline
syphilis serology,检查,"""Syphilis serology is recommended for monitoring individuals on PrEP, typically performed every 3 months during follow-up visits.""",guideline
systematic identification,检查,"""A method to define the likelihood of ampC induction by identifying organisms that become resistant after antibiotic exposure.""",guideline
systematic literature review,检查,"""A method for gathering evidence, though not used in this specific guidance document due to its reliance on comprehensive but non-systematic reviews.""<SEP>""Method used for developing clinical practice guidelines, noted as a limitation for rapid updates in AMR topics.""",guideline
systematic literature reviews,检查,"""A method of reviewing scientific literature, mentioned as a basis for clinical practice guidelines.""<SEP>""Done for the key questions.""<SEP>""Method used to address 28 key questions covering the spectrum of mucormycosis management.""",guideline
systematic review (idsa),检查,"""Systematic review is not part of the IDSA guidance format, unlike the current guidelines.""",guideline
systematic review and meta-analysis,检查,"""A research method that combines results from multiple studies to provide a comprehensive overview of evidence, used to evaluate treatments for IAI and other infections.""<SEP>""A study that combines the results of the two RCTs plus two additional studies on UTIs or pneumonia.""<SEP>""Systematic review ",guideline
systematic review and meta-analysis of four retrospective studies,检查,"""A research method that combines results from four retrospective studies, used in the evaluation of tigecycline for IAI.""",guideline
systematic review and network meta-analysis,检查,"""A research method that combines systematic review with network meta-analysis to compare multiple treatments simultaneously, used in the evaluation of tigecycline for IAI.""<SEP>""A systematic review and network meta-analysis compared surgical procedures and non-operative management for acute appendic",guideline
systematic review and network meta-analysis published in 2018,检查,"""A previous review that provided evidence for WHO guidelines.""",guideline
systematic review of 17 randomized clinical trials,检查,"""A review focusing on invasive candidiasis in neutropenic patients.""",guideline
systematic review re-analyzed 17 studies,检查,"""Systematic review re-analyzed 17 studies on bundle interventions for CRE prevention.""",guideline
systematic review with 136 included studies,检查,"""A systematic review with 136 studies (using time-kill and PK/PD methods) found enhanced bactericidal activity and reduced resistance with polymyxin- and/or carbapenem-based combinations.""<SEP>""A systematic review with 136 studies (using time-kill and PK/PD methods) found enhanced bactericidal activ",guideline
