:ID,name,type,:LABEL,description,source
e_dc3e31f52183,adverse events,症状,症状,"**ADVERSE EVENTS**  Adverse events are defined as any undesirable medical occurrence in a patient administered a pharmaceutical product, which does not necessarily have a causal relationship with the treatment. They encompass unintended and harmful effects that occur during treatment, including harm",guideline
e_999e6fcd8588,length of hospital stay,流行病学,流行病学,"""""A clinical outcome measure related to the duration of hospitalization, associated with antibiotic therapy efficacy in CRE infections.""""<SEP>""""A secondary outcome in the guidelines, referring to the duration of hospitalization.""""<SEP>""""Duration of hospitalization, a secondary outcome measure in studies ",guideline
e_4cc31bbdcf61,targeted therapy,其他治疗,其他治疗,"""""Targeted therapy refers to antibiotic selection based on specific resistance mechanisms or phenotypic characteristics.""""<SEP>""""Treatment aimed at a specific molecular target, implied in the context of selecting antibiotics based on susceptibility.""""<SEP>""""Treatment guided by specific test results, such",guideline
e_64fd125f7668,mortality reduction,流行病学,流行病学,"""""A 70% reduction in mortality from cryptococcal disease among people living with HIV with low CD4 cell counts, as found in a systematic review.""""<SEP>""""A decrease in death rates. Active CRE screening and intestinal CRE decolonization have been shown to reduce mortality in studies.""""<SEP>""""Goal of treatm",guideline
e_0e014c313452,incidence reduction,流行病学,流行病学,"""""A 71% reduction in cryptococcal disease incidence, as found in a systematic review.""""",guideline
e_f2cb37917aa1,2022 guidelines,指南建议,指南建议,"""""Updated WHO guidelines providing new recommendations for the preferred antifungal regimen for the induction phase of treatment.""""",guideline
e_b03b6a82f5f9,antifungal treatment,其他治疗,其他治疗,"""""Antifungal susceptibility profiles help guide antifungal treatment.""""<SEP>""""Antifungal susceptibility testing is performed to guide antifungal treatment.""""<SEP>""""Antifungal treatment is a therapeutic intervention required for patients with clinically relevant fungal isolates, guiding the need for speci",guideline
e_a745b858fc8f,randomized controlled trial (rct),检查,检查,"A Randomized Controlled Trial (RCT) is a type of clinical study design where participants are randomly assigned to treatment or control groups to compare the efficacy of different interventions. It is widely considered the gold standard for clinical evidence, providing higher certainty evidence than",guideline
e_cee27a6aba10,expert panel,指南建议,指南建议,"""""A group of experts convened by ESCMID or IDSA to review evidence and develop guidelines for treating MDR pathogens.""""<SEP>""""A group of experts convened by ESCMID to develop the guidelines, critically appraising evidence and making recommendations.""""<SEP>""""A group of experts selected from infectious dis",guideline
e_8f5890328bd9,international working group on the diabetic foot,科室,科室,"""""International organization that develops and updates evidence-based guidelines for management and prevention of diabetes-related foot diseases since 1999.""""",guideline
e_2973578ae946,neutropenic patients,流行病学,流行病学,"""""A high-risk patient population susceptible to disseminated Candida infections including candidemia and urinary tract infections.""""<SEP>""""Neutropenic patients are a high-risk group for Candida infections who require special considerations in diagnosis and treatment.""""<SEP>""""Neutropenic patients are a sp",guideline
e_0693778c8a1b,randomized controlled trial,检查,检查,"""""A study design where participants are randomly assigned to intervention or control groups, used as the primary method for evaluating therapies in this review.""""<SEP>""""A type of clinical trial design. Cited as evidence that colistin plus meropenem was not superior to colistin monotherapy for CR-GNBs.""""",guideline
e_a99b65628a96,observational study,检查,检查,"An observational study is a broad category of research where investigators observe subjects without intervening or randomly assigning them to interventions. These studies, which include retrospective and cohort designs, are often used to evaluate therapies in real-world settings. While they provide ",guideline
e_b776968a6b00,treatment-related clinical questions,指南建议,指南建议,"""""Treatment-related clinical questions are a category of clinical questions for which evidence from systematic reviews and RCTs is preferred.""""",guideline
e_70d8b2bceb69,bundle intervention scheme,指南建议,指南建议,"""""A set of combined infection control measures, including contact isolation (single room or cohorting) for patients with CRGNB infections or colonization, recommended to prevent CRGNB infections.""""",guideline
e_47c0db0f8b91,investigator-initiated rct,检查,检查,"""""Investigator-initiated RCT are needed to address gaps in evidence, such as infection source-specific guidance.""""<SEP>""""Investigator-initiated RCT are needed to address gaps, such as infection source-specific guidance.""""<SEP>""""Randomized controlled trials initiated by investigators to address evidence g",guideline
e_3a70e579a792,real life,流行病学,流行病学,"""""Real-life scenarios are portrayed by observational studies, aiding decision-making.""""<SEP>""""The actual clinical scenarios portrayed by observational studies with improved methods to reduce bias, supporting decision-making.""""",guideline
e_2ee73a404a75,selection bias,流行病学,流行病学,"**SELECTION BIAS** is a systematic error and methodological flaw that occurs when the sample of study participants is not representative of the broader population, or when the groups being compared are not comparable at baseline. This bias is a significant limitation in observational studies, where ",guideline
e_94da71dd3c73,"dosing, duration, and frequency of administration",诊疗技术及设备,诊疗技术及设备,"""""Variables in antibiotic treatment regimens that can affect efficacy. The text notes that observational studies on cephamycins used a variety of these variables, complicating comparisons.""""",guideline
e_f191b8d1db56,confounding by indication,流行病学,流行病学,"""""A bias in observational studies where the choice of treatment is influenced by the severity of illness, leading to apparent differences in outcomes.""""<SEP>""""A bias in observational studies where the indication for a treatment (e.g., severity of illness) influences the choice of treatment and is also ",guideline
e_e96d2989a6a8,clinical outcomes data,指南建议,指南建议,"Clinical outcomes data refers to patient-based evidence derived from clinical trials and observational studies used to assess the effectiveness of antibiotic treatments. This data includes metrics such as clinical cure, 30-day mortality, and resistance emergence, and is used to guide treatment recom",guideline
e_a75a150ded43,small sample sizes,流行病学,流行病学,"""""SMALL SAMPLE SIZES"""" is a significant limitation across various types of medical studies, particularly those involving infections caused by carbapenem-resistant Acinetobacter baumannii (CRAB), Stenotrophomonas maltophilia, and ESBL-producing Enterobacterales. This limitation is prevalent in both cli",guideline
e_cccb53af85ac,significant heterogeneity,流行病学,流行病学,"""""A limitation in observational studies comparing treatment effectiveness for S. maltophilia infections, referring to variability in patient, microbial, and treatment characteristics.""""<SEP>""""Significant heterogeneity in patient, microbial, and treatment characteristics is a limitation in observational",guideline
e_4337775eeb8e,infectious sources,流行病学,流行病学,"""""The origin of infections in patients. Variability in infectious sources affects study outcomes.""""<SEP>""""The origin or site of infection (e.g., pneumonia, bacteremia), which varies among patients and affects study interpretation.""""<SEP>""""The origins of CRAB infections, which vary among patient populatio",guideline
e_26d04dcf0af1,colonizing isolates,病原体,病原体,"""""Bacteria present in a patient without causing active infection, which can complicate the interpretation of clinical study results if included in trials.""""<SEP>""""Bacterial strains that are present in a patient without causing active infection, which may be included in studies and complicate interpreta",guideline
e_58ac153245e3,patient populations,流行病学,流行病学,"""""Groups of patients for whom the clinical relevance of EQUC methods is not fully established, requiring discussion with microbiology laboratory.""""<SEP>""""The groups of patients included in the studies, e.g., those with BSI, UTI, etc.""""<SEP>""""Groups of patients with CRAB infections that show heterogeneity",guideline
e_98aad5bbfef3,antibiotic dosages,其他治疗,其他治疗,"""""Specific dosing suggestions for antibiotics in adults with AMR infections, provided in Table 1 of the document.""""<SEP>""""Suggested dosages for antibiotics provided in the guidance document for the treatment of antimicrobial-resistant infections in adults, assuming normal renal and hepatic function.""""<S",guideline
e_2af4db06ae9f,small numbers,流行病学,流行病学,"""""A limitation in clinical data, as seen in studies with only 5 or 2 patients, making it difficult to draw meaningful conclusions.""""<SEP>""""A small sample size in a study, limiting the ability to draw meaningful conclusions (e.g., in studies of imipenem-cilastatin-relebactam).""""<SEP>""""A limitation in some",guideline
e_b7bd164b4040,imbalances between treatment arms,其他治疗,其他治疗,"""""Differences in patient characteristics or other factors between groups in a clinical trial, which can affect the validity of the results.""""<SEP>""""Differences in patient characteristics or treatment protocols between groups in a clinical trial. These imbalances can bias results.""""",guideline
e_9312a4254ce6,role of tmp-smx,指南建议,指南建议,"""""The importance of TMP-SMX as a preferred agent for Stenotrophomonas maltophilia infections, despite limited rigorous data.""""",guideline
e_9bb85b10b3f8,2019 meta-analysis,检查,检查,"""""A meta-analysis summarizing findings from eight observational studies on mortality between piperacillin-tazobactam and carbapenems for bacteremia by Enterobacter spp., Citrobacter spp., or Serratia spp.""""<SEP>""""Specific reference to a meta-analysis published in 2019 that summarized observational stud",guideline
e_a7f5668439eb,survival advantage,流行病学,流行病学,"""""An improvement in patient survival outcomes; not demonstrated with combination therapy for DTR P. aeruginosa infections in available studies.""""",guideline
e_e747a93d12a0,quality of evidence,指南建议,指南建议,"""""Quality of evidence assesses the reliability of the evidence, with very low quality indicating high uncertainty.""""<SEP>""""Quality of evidence refers to the confidence in the effect estimates from studies, which influences the strength of the recommendation (e.g., low-quality evidence leads to weak rec",guideline
e_17f701a5ae3e,supplementary evidence,检查,检查,"""""Supplementary evidence includes evidence from observational studies, non-controlled studies, and expert opinion, used when high-quality evidence is not available.""""<SEP>""""Supplementary evidence includes evidence from observational studies, non-controlled studies, and expert opinion, used when high-qu",guideline
e_8ac6fb956966,central nervous system (cns),部位,部位,"""""A sanctuary site where pathogens may be protected from drug concentrations. Mentioned as a scenario where TDM for isavuconazole could be useful.""""<SEP>""""Area where MRI or CT may be required based on clinical symptoms.""""<SEP>""""The brain and spinal cord, which can be affected by invasive aspergillosis wi",guideline
e_3c2aa13f444b,gastrointestinal mucormycosis,疾病,疾病,"""""A manifestation of mucormycosis that is rare in adults but the most common form in neonates, carrying a high mortality rate. It is often associated with delayed diagnosis and polymicrobial sepsis.""""<SEP>""""A rare manifestation of mucormycosis, most common in neonates with high mortality. It presents w","guideline,llm_inferred"
e_1caf6a4e7bd8,invasive candidiasis,疾病,疾病,"**INVASIVE CANDIDIASIS** is a serious, deep-seated, and systemic fungal infection caused by yeasts of the *Candida* species. It represents a significant cause of morbidity and mortality, particularly in immunocompromised or critically ill patient populations. The infection is defined by its spread b","guideline,llm_inferred"
e_804d35c9dace,diabetes-related foot disease,其他治疗,其他治疗,"""""Diabetes-related foot diseases create significant healthcare burden that guideline implementation aims to reduce.""""",guideline
e_b7b4d30e1a4f,检索策略,诊疗技术及设备,诊疗技术及设备,"""""检索策略是本指南证据检索采用的具体方法，以主题词结合自由词的方式进行计算机检索。""""<SEP>""""检索策略是本指南证据检索采用的具体方法，以主题词结合自由词的方式进行计算机检索。""""<SEP>""""检索策略用于在PubMed等数据库中系统检索文献。""""",guideline
e_744983a0dfd0,antimicrobial synergy testing,检查,检查,"""""A laboratory test to evaluate the synergistic effect of antimicrobial combinations against resistant bacteria like CRGNB.""""<SEP>""""A laboratory test used to screen appropriate treatment options for CRGNB infections, part of precision treatment.""""<SEP>""""Testing performed to confirm synergistic effects of",guideline
e_010a4af012a0,sink removal,其他治疗,其他治疗,"""""Sink removal has been shown to reduce the incidence rate of MDR GNB infections, with studies reporting a drop from 9.15 to 2.20 per 1000 patient-days.""""<SEP>""""Sink removal is associated with a significant decrease in the incidence density ratio of non-fermenting gram-negative bacilli, indicating redu",guideline
e_f7cfd10c63f4,数据间接性,指南建议,指南建议,"""""目前的数据多来自于CRGNB感染的研究，但专家组认为其干预效应可延伸到CDI患者。""""",guideline
e_e936c6d1687a,预防控制,其他治疗,其他治疗,"""""指预防和控制CDI传播的措施。""""<SEP>""""指预防和控制CDI传播的措施，包括患者隔离和接触防护。""""<SEP>""""预防控制是应对鲍曼不动杆菌感染的重要环节，需要在医院和自然环境中实施。""""<SEP>""""预防控制是针对CRGNB感染的综合策略，包括主动筛查、隔离等。""""",guideline
e_cc990357e01a,crgnb 感染多为医院获得性感染,流行病学,流行病学,"""""CRGNB 感染多为医院获得性感染，强调感控措施的重要性。""""",guideline
e_2b21b084c114,集束化管理措施,其他治疗,其他治疗,"""""Bundle management measures refer to a set of evidence-based interventions (e.g., isolation, hand hygiene,分组护理) implemented together to prevent infections, specifically for CRGNB.""""",guideline
e_489d318bd475,xdr phenotypes,病原体,病原体,"""""Extensively drug-resistant phenotypes, typically associated with CRGNB isolates where only a limited number of antimicrobial agents remain effective.""""<SEP>""""XDR (extensively drug-resistant) phenotypes describe the resistance profile of many CRGNB isolates, for which only a few antimicrobial agents a",guideline
e_05550ddde510,carbapenemase genotype,检查,检查,"""""A genetic characteristic of CRGNB isolates determined by clinical microbiology for precision treatment, influencing the choice of antimicrobial therapy.""""<SEP>""""Carbapenemase genotype refers to the genetic identification of carbapenemase genes in CRGNB isolates. It is used for rapid identification an",guideline
e_7e705d97b83c,new tetracycline derivatives,西药,西药,"""""New tetracycline derivatives are antibiotics used in combination therapies for CRGNB infections, alongside tigecycline.""""<SEP>""""New tetracycline derivatives are antibiotics used in combination therapies for CRGNB infections, alongside tigecycline.""""<SEP>""""New tetracycline derivatives are used in combin",guideline
e_8408be00b809,nosocomial infection,疾病,疾病,"""""A hospital-acquired infection. The prevalence of CRE among these infections in ICUs in Taiwan has risen significantly.""""<SEP>""""Hospital-acquired infection. Bundle management measures like contact isolation and active screening are linked to the prevention and control of nosocomial infections.""""<SEP>""""I",guideline
e_0652a8e68f23,active screening,检查,检查,"""""The process of actively testing patients for CRGNB colonization, often upon admission to high-risk departments.""""",guideline
e_cf3c510946cf,mdr gnb,病原体,病原体,"""""Multidrug-resistant Gram-negative bacteria, a broader category including CRGNB.""""<SEP>""""Multidrug-resistant Gram-negative bacteria, a broader category including CRGNB.""""<SEP>""""Multidrug-resistant Gram-negative bacteria, including species like K. pneumoniae and P. aeruginosa, whose infection rates were ",guideline
e_c13d85fec2ed,handwashing sink removal,其他治疗,其他治疗,"""""The physical removal or relocation of sinks from patient care areas to prevent CRGNB spread via water sources.""""<SEP>""""The physical removal or relocation of sinks from patient care areas to prevent CRGNB spread via water sources.""""<SEP>""""The practice of removing handwashing sinks from patient treatment",guideline
e_3f5702f122b2,pico question 15,指南建议,指南建议,"""""A clinical question regarding intestinal CRE decolonization for patients with CRE colonization, particularly those with hematologic malignancy. The recommendation is 'no recommendation' (neither support nor refute).""""<SEP>""""A specific guideline question addressing whether intestinal CRE decolonizatio",guideline
e_c74dd81469b7,pico question 16,指南建议,指南建议,"""""A clinical question regarding the removal of handwashing sinks from areas directly related to patient treatment for CRGNB prevention. The recommendation is conditional (remove sinks under specific conditions).""""<SEP>""""A specific guideline question addressing whether handwashing sinks should be remove",guideline
e_d40c4b076242,bundle management scheme,指南建议,指南建议,"""""A comprehensive set of interventions including isolation and screening for CRGNB control, recommended based on observational studies.""""",guideline
e_af3c7539d09d,single room isolation,其他治疗,其他治疗,"""""A specific form of contact isolation where a patient is placed in a private room, noted for feasibility issues in some settings.""""<SEP>""""A specific form of contact isolation where a patient is placed in a private room, noted for feasibility issues in some settings.""""<SEP>""""Isolating a patient in a priv",guideline
e_f5a3c38cfeb0,cohorting isolation,其他治疗,其他治疗,"""""A form of contact isolation where patients with the same pathogen are grouped together in a shared area.""""<SEP>""""A form of contact isolation where patients with the same pathogen are grouped together in a shared area.""""<SEP>""""Cohorting for patients with same CRGNB species.""""<SEP>""""Cohorting for same spec",guideline
e_ae2305e53a44,intestinal flora,部位,部位,"""""The natural microbial community in the intestine, which can be disrupted by decolonization antibiotics.""""",guideline
e_328b9810ef00,health resources,流行病学,流行病学,"""""General term for medical facilities, equipment, and personnel. The feasibility of interventions like single room isolation depends on the availability of health resources.""""<SEP>""""The consumption of medical resources (e.g., single rooms, staff time) associated with infection control measures.""""<SEP>""""T",guideline
e_56b93edda6d6,incidence rate,流行病学,流行病学,"""""A measure of new infection cases over time, used to evaluate the impact of sink removal on MDR GNB infections in ICUs.""""<SEP>""""Sink removal has been shown to reduce the incidence rate of MDR GNB infections, as measured in studies like the 6-year longitudinal observational study.""""<SEP>""""The occurrence ",guideline
e_c26d1896a55b,icu-length of stay (los),流行病学,流行病学,"""""Longer ICU-Length of Stay is associated with a more pronounced reduction in GNB colonization rates following sink removal interventions.""""<SEP>""""The duration of patient stay in the ICU, a factor that influences the effectiveness of sink removal in reducing bacterial colonization.""""<SEP>""""The effectiven",guideline
e_5c0b02c52e12,before-and-after controlled study,检查,检查,"""""A study design used to evaluate the impact of an intervention by comparing outcomes before and after its implementation.""""<SEP>""""A study design used to evaluate the impact of an intervention by comparing outcomes before and after its implementation.""""<SEP>""""A study design where outcomes are compared be",guideline
e_7392ef102c3f,spanish study,流行病学,流行病学,"""""A longitudinal observational study from Spain demonstrating the effectiveness of sink removal in reducing MDR GNB infections.""""",guideline
e_80c7591978be,korean study,流行病学,流行病学,"""""A study from a Korean hospital showing that active contact precautions and isolation reduced CRE rates.""""",guideline
e_efaaea131bc3,chinese study,流行病学,流行病学,"""""A study from China reporting reduced nosocomial CRE infection incidence after implementing active screening and isolation in neonatal units.""""<SEP>""""A study from China showing that active screening and isolation reduced CRE incidence in neonatal ICU and general neonatal wards.""""<SEP>""""A study from Chin",guideline
e_18678840c1d9,israeli study,流行病学,流行病学,"""""Studies from Israel evaluating the effect of intestinal CRE decolonization using various antibiotic regimens.""""",guideline
e_d2b5584fc13e,nursing staff cohorting,其他治疗,其他治疗,"""""A specific infection control practice where designated nursing staff care only for CRGNB patients and not others.""""<SEP>""""A specific infection control practice where designated nursing staff care only for CRGNB patients and not others.""""<SEP>""""Assigning specific nursing staff to care only for patients ",guideline
e_bc77e7fcbeea,caregivers,其他治疗,其他治疗,"""""Caregivers are not permitted to stay in the ward for isolated patients, as per bundle intervention recommendations.""""<SEP>""""Caregivers are not permitted to stay in the ward for isolated patients, as per bundle intervention recommendations.""""<SEP>""""Individuals who provide care for patients, whose presen",guideline
e_02375b81ac2c,water-safe policy,指南建议,指南建议,"""""A policy implemented alongside sink removal to ensure safe water use and prevent contamination.""""",guideline
e_9aa444f431e9,environmental cleaning,其他治疗,其他治疗,"""""Cleaning of the hospital environment, part of the multi-faceted intervention to reduce bacterial spread alongside sink removal.""""<SEP>""""Environmental cleaning is a complementary intervention to sink removal, both part of a multi-faceted approach to infection control.""""<SEP>""""Environmental cleaning is p",guideline
e_07b97d5517ae,non-fermenting gram-negative bacilli,病原体,病原体,"""""A group of Gram-negative bacteria that do not ferment sugars, studied in bronchoaspirate samples in ICU settings regarding sink removal.""""<SEP>""""Sink removal has been shown to significantly reduce the prevalence of non-fermenting gram-negative bacilli in bronchoaspirate samples in ICU settings.""""<SEP>",guideline
e_3685fe8391e6,bronchoaspirate samples,检查,检查,"""""Bronchoaspirate samples are diagnostic specimens collected from the lower respiratory tract to detect pathogens like non-fermenting gramnegative bacilli in ICU patients.""""<SEP>""""Bronchoaspirate samples are diagnostic specimens collected from the lower respiratory tract to detect pathogens like non-fe",guideline
e_786d000f87cd,collateral damage,流行病学,流行病学,"""""Negative consequences of treatment, such as impairment of intestinal flora, considered when evaluating decolonization.""""<SEP>""""Negative consequences of treatment, such as impairment of intestinal flora, considered when evaluating decolonization.""""<SEP>""""Unintended negative consequences, such as the imp",guideline
e_7ec7f35beb44,cost-effectiveness,流行病学,流行病学,"""""A factor considered in systematic reviews alongside values, preferences, acceptability, and feasibility, though not detailed in the provided text.""""<SEP>""""A measure of the value of a treatment, considering both cost and outcomes; ceftazidime-avibactam is considered cost-effective for CRE bacteremia a",guideline
e_64b95bcac633,feasibility,指南建议,指南建议,"FEASIBILITY is defined as the practicality and ease of implementing a method, intervention, or recommendation in real-world settings. It is a critical factor considered in the strength of recommendations, particularly within the GRADE framework for formulating guidelines.  In the context of clinical",guideline
e_26ecf822f3a3,acceptability,指南建议,指南建议,"""""A factor considered by GRADE in formulating recommendations.""""<SEP>""""A factor considered by GRADE in formulating recommendations.""""<SEP>""""Acceptability is the degree to which a recommendation is acceptable to stakeholders, which is considered for CRAB treatment guidelines.""""<SEP>""""Factors considered in s",guideline
e_95ffb2fe603f,obstacle,指南建议,指南建议,"""""A barrier to implementation, such as the lack of a consensus protocol for intestinal CRE decolonization.""""<SEP>""""A barrier to implementation, such as the lack of a consensus protocol for intestinal CRE decolonization.""""<SEP>""""A barrier to implementation. The lack of clinical research evidence on the be",guideline
e_7b7c4c0273f8,evidence quality,指南建议,指南建议,"""""A measure of the reliability of evidence supporting guideline recommendations, defined by levels I and II and associated indices.""""<SEP>""""The quality of evidence from studies, categorized as high, moderate, low, or very low certainty, used in guideline recommendations for CRAB therapies.""""<SEP>""""Assess",guideline
e_b29e6b08d2f1,rationale,指南建议,指南建议,"""""Explanations provided for each recommendation in the text.""""<SEP>""""Rationale is the reason for a recommendation, such as the rationale for colistin-carbapenem combination therapy for CRAB BSI.""""<SEP>""""Rationale refers to the reasoning behind treatment recommendations, based on evidence from studies and",guideline
e_87ad77e2ecae,carbapenem-resistant k. pneumoniae,病原体,病原体,"""""Carbapenem-resistant K. pneumoniae (CRKP) is a type of CRGNB causing over 50,000 deaths attributed to antimicrobial resistance annually.""""",guideline
e_413e1ec715b9,carbapenem-resistant acinetobacter baumannii,病原体,病原体,"""""A Gram-negative bacterium resistant to carbapenem antibiotics. Specific antibiotic MIC breakpoints are provided for Ampicillin-sulbactam and Cefiderocol.""""<SEP>""""A species of carbapenem-resistant Gram-negative bacteria discussed in subgroup analyses of the CREDIBLE-CR trial.""""<SEP>""""Acinetobacter bauma",guideline
e_6e1f5f884f58,chinese expert consensus statement,指南建议,指南建议,"""""A 2016 consensus statement providing guidance on laboratory diagnosis, clinical management, and infection control of XDR-GNB infections.""""",guideline
e_0f478091bc19,precision treatment,指南建议,指南建议,"""""A treatment approach for CRGNB that relies on clinical microbiology to determine MIC and carbapenemase genotype, as well as antimicrobial synergy testing.""""<SEP>""""Precision treatment refers to tailoring antimicrobial therapy for CRGNB infections based on specific microbiological data, such as MIC val",guideline
e_582e3161a465,laboratory testing of crgnb,其他治疗,其他治疗,"""""Laboratory testing of CRGNB refers to the specific diagnostic procedures performed on CRGNB isolates to guide treatment, which is a focus of three high-priority PICO questions.""""",guideline
e_510957c9e91a,infection prevention and control,其他治疗,其他治疗,"""""A key area of clinical management for CRGNB infections, addressed by one of the high-priority PICO questions in the guideline.""""<SEP>""""Bundle of measures to reduce healthcare-associated infections, including mucormycosis.""""<SEP>""""Infection prevention and control refers to measures taken to prevent the ",guideline
e_189b7e53071a,kpc酶,病原体,病原体,"""""KPC酶是碳青霉烯酶的一种，由CRKP等细菌产生，导致对碳青霉烯类药物耐药。""""",guideline
e_5cff8cfe5f99,high dose meropenem,西药,西药,"""""High dose meropenem is a carbapenem antibiotic regimen used in combination with polymyxin or tigecycline for CRKP infections, with dosing optimized by real-time TDM.""""",guideline
e_3e84ea93533e,gram-negative bacteria,病原体,病原体,"**GRAM-NEGATIVE BACTERIA** are a broad class of bacteria characterized by a thin peptidoglycan layer and their inability to retain the crystal violet stain in the Gram staining procedure, which is their defining microbiological feature. This category encompasses a wide range of significant pathogens","guideline,llm_inferred"
e_600a3496071e,high-dose extended-infusion carbapenem dosing,其他治疗,其他治疗,"""""A dosing strategy for carbapenems (e.g., meropenem) considered good clinical practice for CRAB infections with meropenem MIC < 8 mg/L.""""<SEP>""""A specific dosing strategy for carbapenems (e.g., meropenem) recommended as good clinical practice for CRAB infections with MIC < 8 mg/L.""""<SEP>""""High-dose exte",guideline
e_fd8d15001243,extended or continuous infusion,诊疗技术及设备,诊疗技术及设备,"""""Administration method for high-dose carbapenem in combination therapy for CRAB with lower MICs.""""",guideline
e_3c3f02609fc5,double covering therapy,其他治疗,其他治疗,"""""A type of combination therapy using two antibiotics to which the pathogen is susceptible; considered for CRAB with susceptibility to more than one antibiotic, with very-low-certainty evidence.""""<SEP>""""Combination therapy using two antibiotics for CRAB susceptible to more than one antibiotic, with ver",guideline
e_3b34f10eaca9,体外药效学模型,检查,检查,"""""一种在实验室环境中模拟药物在体内作用的模型，用于研究药物在肺炎患者上皮衬液中的作用。""""<SEP>""""一种用于评估抗菌药物对病原体杀伤作用的实验模型。研究显示，高剂量米诺环素、多黏菌素B和持续输注舒巴坦的三联疗法对CRAB具有明显的杀伤作用。""""",guideline
e_6c47591a4297,前瞻性、观察性、多中心研究,检查,检查,"""""一种临床研究设计，用于评估治疗方案的疗效和安全性。文中引用了关于CRAB菌血症治疗的研究，比较了黏菌素+碳青霉烯类与黏菌素+替加环素治疗组的14天病死率。""""",guideline
e_b7aaca8d2348,氨普西林-舒bactam,其他治疗,其他治疗,"""""Ampicillin-sulbactam is conditionally recommended for CRAB infections susceptible to sulbactam, especially in HAP/VAP.""""",guideline
e_07051c4a90d3,多黏菌素-美罗培南,其他治疗,其他治疗,"""""Combination therapy with polymyxin-meropenem is not recommended for CRAB infections.""""",guideline
e_75f16ced4ad9,多黏菌素-利福平,其他治疗,其他治疗,"""""Combination therapy with polymyxin-rifampin is not recommended for CRAB infections.""""",guideline
e_08ae62ba5437,crpa non-mbl,病原体,病原体,"""""Carbapenem-resistant Pseudomonas aeruginosa non-metallo-beta-lactamase producers, a subset of CRPA targeted by Ceftolozane-tazobactam and Ceftazidime-avibactam.""""<SEP>""""Carbapenem-resistant Pseudomonas aeruginosa non-metallo-beta-lactamase-producing. A multidrug-resistant Gram-negative bacterium targ",guideline
e_0f83fa1c09f0,泛耐药cr-gnb,病原体,病原体,"""""Pan-drug-resistant carbapenem-resistant Gram-negative bacteria, for which treatment is based on minimal inhibitory concentrations (MICs) relative to critical points.""""",guideline
e_d7f3ab4eeba8,cefoperazone-sulbactam,西药,西药,"Cefoperazone-sulbactam is a combination antibiotic containing cefoperazone (a third-generation cephalosporin) and sulbactam (a beta-lactamase inhibitor), categorized as a beta-lactam/beta-lactamase inhibitor combination therapy. It is primarily used in some Asian countries, particularly China, for t",guideline
e_078523271486,surveillance cultures,检查,检查,"""""Follow-up cultures recommended to detect resistance development during treatment, especially for CR-GNB.""""<SEP>""""Not applicable; surveillance cultures are diagnostic tests, not Chinese patent medicines.""""<SEP>""""Not applicable; surveillance cultures are diagnostic tests, not a clinical department.""""<SEP>",guideline
e_0c2abf50a880,aida rct,检查,检查,"""""A randomized controlled trial assessing colistin monotherapy versus colistin-meropenem combination in patients with CR-GNB, including CRAB bacteraemia, VAP, or hospital-acquired pneumonia; showed no significant difference in outcomes.""""<SEP>""""A randomized controlled trial comparing colistin monothera",guideline
e_a2a22ff76c60,antibiotic stewardship considerations,流行病学,流行病学,"""""Antibiotic stewardship considerations are integrated throughout the guidelines, emphasizing conservation of last-resort therapies and tailoring to local settings.""""<SEP>""""Factors considered in antibiotic selection to promote appropriate use and prevent resistance, emphasized in all recommendations.""""<",guideline
e_39832f1640f3,polymyxin-meropenem combination therapy,其他治疗,其他治疗,"""""A combination of polymyxin (e.g., colistin) and meropenem; strongly recommended against for all CRAB infections based on high-certainty evidence from RCTs like AIDA and OVERCOME.""""",guideline
e_c2bb08135918,polymyxin-rifampin combination therapy,其他治疗,其他治疗,"""""A combination of polymyxin (e.g., colistin) and rifampin; strongly recommended against for CRAB infections based on moderate certainty evidence.""""",guideline
e_7552e79ec1a7,carbapenem combination therapy,其他治疗,其他治疗,"""""A treatment approach using carbapenems in combination with other antibiotics for CRAB infections. Considered good clinical practice for CRAB with meropenem MIC < 8 mg/L.""""<SEP>""""Combination therapy involving carbapenems (e.g., meropenem) with other antibiotics; considered good clinical practice for C",guideline
e_b0e6fbf47ce2,colistin-carbapenem combination therapy,药物,药物,"""""Combination therapy using colistin and a carbapenem (e.g., meropenem) recommended for treating CRAB BSI based on network meta-analysis rankings.""""<SEP>""""Specific combination of colistin and carbapenem (e.g., meropenem); assessed in trials like AIDA and OVERCOME, showing no significant benefit over mo",guideline
e_444dcb7e74f8,colistin-rifampin combination therapy,其他治疗,其他治疗,"""""Specific combination of colistin and rifampin; assessed in RCTs for CRAB pneumonia, showing no advantage in mortality but higher microbiological cure; overall recommended against.""""",guideline
e_d15dd55c11e5,colistin-vancomycin combination therapy,其他治疗,其他治疗,"""""Combination of colistin and vancomycin; assessed in a retrospective study for CRAB pneumonia, showing no mortality benefit but higher nephrotoxicity.""""",guideline
e_4dbf719fb76b,colistin-fosfomycin combination therapy,其他治疗,其他治疗,"""""Combination of colistin and fosfomycin; assessed in a small RCT for CRAB, showing no mortality benefit but lower microbiological failure.""""",guideline
e_638c4d1b4044,colistin-ampicillin-sulbactam combination therapy,其他治疗,其他治疗,"""""Combination of colistin and ampicillin-sulbactam; assessed in a small RCT for CRAB VAP, showing advantage in clinical failure but no difference in mortality.""""",guideline
