head,head_type,relation,tail,tail_type,source,description,weight,confidence
血液,其他治疗,病因,新生儿吸入血液,疾病,guideline,"""血液是新生儿吸入血液的病因。""",9.0,1.0
血液,其他治疗,检查,人鼻病毒,其他治疗,guideline,"""人鼻病毒的样本类型包括血液。""",8.0,1.0
血液,其他治疗,检查,非典型肺炎支原体,其他治疗,guideline,"""非典型肺炎支原体的样本类型包括血液。""",8.0,1.0
血液,其他治疗,分类,再生障碍性贫血,疾病,guideline,"""再生障碍性贫血是血液系统的疾病。""",9.0,1.0
血液,其他治疗,分类,高铁血红蛋白血症,疾病,guideline,"""高铁血红蛋白血症是血液系统的疾病。""",9.0,1.0
血液,其他治疗,不良反应,他非诺喹,西药,guideline,"""他非诺喹可能引起高铁血红蛋白血症。""",8.0,1.0
血液,其他治疗,不良反应,阿苯达唑,其他治疗,guideline,"""阿苯达唑可能引起白细胞减少症。""",7.0,1.0
血液,其他治疗,预防,暴露后预防（pep）,其他治疗,guideline,"""暴露于血液是启动HIV暴露后预防（PEP）的指征之一。""",9.0,1.0
血液,其他治疗,注意事项,具有潜在感染性的物质,其他治疗,guideline,"""血液是具有潜在感染性的物质。""",9.0,1.0
血液,其他治疗,传播途径,hiv 感染者,病原体,guideline,"""HIV存在于感染者的血液中，血液是主要的传染性体液之一。""",9.0,1.0
血液,其他治疗,检查,隐球菌抗原血症,其他治疗,guideline,"""隐球菌抗原血症的检测样本来源于血液。""",8.0,1.0
冠状病毒,病原体,检查,鼻腔抽取物或冲洗液,其他治疗,guideline,"""鼻腔抽取物或冲洗液是冠状病毒检测的样本类型。",9.0,1.0
冠状病毒,病原体,检查,鼻咽拭子,检查,guideline,"""鼻咽拭子是冠状病毒检测的样本类型。",9.0,1.0
冠状病毒,病原体,检查,biofire® filmarray,检查,guideline,"""BioFire® FilmArray可检测冠状病毒。",9.0,1.0
冠状病毒,病原体,病因,扁桃体炎,疾病,guideline,"""冠状病毒是引起病毒性扁桃体炎的常见病原体之一。""",16.0,1.0
冠状病毒,病原体,传播途径,通过空气传播,流行病学,guideline,"""冠状病毒可在空气中检出。""",16.0,1.0
冠状病毒,病原体,传播途径,呼吸道传染性病原体,其他治疗,guideline,"""冠状病毒是呼吸道传染性病原体。""",20.0,1.0
冠状病毒,病原体,推荐用药,巴瑞替尼,西药,guideline,"""巴瑞替尼是治疗COVID-19（由冠状病毒引起）的抗病毒药物。""",18.0,1.0
冠状病毒,病原体,推荐用药,奈玛特韦/利托那韦 (paxlovid),其他治疗,guideline,"""奈玛特韦/利托那韦是治疗COVID-19（由冠状病毒引起）的抗病毒药物。""",18.0,1.0
冠状病毒,病原体,推荐用药,瑞德西韦,西药,guideline,"""瑞德西韦是治疗COVID-19（由冠状病毒引起）的抗病毒药物。""",18.0,1.0
耐甲氧西林金黄色葡萄球菌（mrsa）,病原体,联合用药,利福霉素类,药物,guideline,"""利福霉素类药物可用于MRSA感染的联合治疗。""",7.0,1.0
耐甲氧西林金黄色葡萄球菌（mrsa）,病原体,禁忌,耐酶青霉素,西药,guideline,"""耐酶青霉素对MRSA无效。""",8.0,1.0
耐甲氧西林金黄色葡萄球菌（mrsa）,病原体,推荐用药,头孢洛林,其他治疗,guideline,"""头孢洛林对耐甲氧西林金黄色葡萄球菌（MRSA）有抗菌活性，是治疗MRSA感染的头孢菌素类药物。""",9.0,1.0
耐甲氧西林金黄色葡萄球菌（mrsa）,病原体,治疗,抗微生物药,西药,guideline,"""耐甲氧西林金黄色葡萄球菌（MRSA）需使用特定的抗微生物药（如头孢洛林）治疗。""",9.0,1.0
多西米诺环素,西药,推荐用药,copd 急性加重,其他治疗,guideline,"""多西米诺环素是无铜绿假单胞菌感染风险的COPD急性加重患者的治疗选择。""",8.0,1.0
阿莫西林,其他治疗,推荐用药,copd 急性加重,其他治疗,guideline,"""阿莫西林是无铜绿假单胞菌感染风险的COPD急性加重患者的治疗选择。""",8.0,1.0
阿莫西林,其他治疗,推荐用药,急性化脓性中耳炎,疾病,guideline,"""阿莫西林是治疗急性化脓性中耳炎的全身用药首选。""",9.0,1.0
阿莫西林,其他治疗,推荐用药,急性鼻窦炎,疾病,guideline,"""阿莫西林是治疗急性鼻窦炎的全身用药首选。""",9.0,1.0
阿莫西林,其他治疗,适应症,急性气管支气管炎,其他治疗,guideline,"""阿莫西林用于治疗急性气管支气管炎合并细菌感染者。""",16.0,1.0
阿莫西林,其他治疗,适应症,其他呼吸道病毒,其他治疗,guideline,"""阿莫西林用于治疗其他呼吸道病毒感染。""",90.0,1.0
阿莫西林,其他治疗,推荐用药,幽门螺杆菌,病原体,guideline,"""阿莫西林是幽门螺杆菌四联治疗方案中的抗菌药物之一。""<SEP>""阿莫西林是幽门螺杆菌治疗方案的组成部分。""",17.0,1.0
阿莫西林,其他治疗,预防,脾切除者,流行病学,guideline,"""阿莫西林用于脾切除者的细菌感染预防，特别是肺炎链球菌等。""",9.0,1.0
阿莫西林,其他治疗,预防,镰状细,疾病,guideline,"""阿莫西林用于镰状细胞病患者的细菌感染预防，从两月龄开始至少到5岁。""",9.0,1.0
阿莫西林,其他治疗,预防,牙科操作,手术治疗,guideline,"""阿莫西林用于一般口腔牙科手术的预防性用药。""<SEP>""阿莫西林用于牙科操作前的感染预防。""",17.0,1.0
阿莫西林,其他治疗,推荐用药,首选方案 阿莫西林成人2gp.o.1次，儿童50mg/kgp.o.1次 氨苄西林成人2gi.v.1次，儿童50mg/kg i.v.1次 或头孢唑林钠成人1gi.v.1次；儿童25mg/kgi.v.1次 或头孢曲松钠成人1gi.v.1次; 儿童50mg/kgi.v.1次,其他治疗,guideline,"""首选方案包含阿莫西林。""",9.0,1.0
阿莫西林,其他治疗,替代用药,青霉素敏感肺炎链球菌（pssp）,病原体,guideline,"""阿莫西林是治疗PSSP感染的有效替代药物。""",8.0,1.0
阿莫西林,其他治疗,替代用药,猪红斑丹毒丝菌,病原体,guideline,"""阿莫西林是猪红斑丹毒丝菌的备选治疗药物。""",8.0,1.0
阿莫西林,其他治疗,推荐用药,慢性游走性红斑期,疾病,guideline,"""阿莫西林是治疗莱姆病早期（慢性游走性红斑期）的首选药物。",9.0,1.0
阿莫西林,其他治疗,适应症,慢性游走性红斑期伴心脏传导阻滞,疾病,guideline,"""阿莫西林可用于治疗莱姆病伴心脏传导阻滞。",8.0,1.0
阿莫西林,其他治疗,替代用药,伤寒和副伤寒（乙类）,其他治疗,guideline,"""阿莫西林是治疗伤寒和副伤寒的备选药物。""",8.0,1.0
阿莫西林,其他治疗,推荐用药,大肠埃希菌肠炎,疾病,guideline,"""阿莫西林是治疗大肠埃希菌肠炎的常用药物。""",8.0,1.0
阿莫西林,其他治疗,推荐用药,中耳炎,疾病,guideline,"""阿莫西林是治疗急性中耳炎的首选药物，特别是对于近1个月未用抗菌药物的患儿。""",18.0,1.0
阿莫西林,其他治疗,推荐用药,细菌性鼻窦炎,疾病,guideline,"""阿莫西林是治疗细菌性鼻窦炎的首选药物之一。""<SEP>""阿莫西林用于儿童细菌性鼻窦炎的首选治疗。""",18.0,1.0
阿莫西林,其他治疗,推荐用药,近期未用过抗菌药物者,其他治疗,guideline,"""近期未用过抗菌药物者首选口服大剂量阿莫西林治疗。""",9.0,1.0
阿莫西林,其他治疗,禁忌,甲氧西林耐药金黄色葡萄球菌（mrsa）,病原体,guideline,"""阿莫西林对甲氧西林耐药金黄色葡萄球菌（MRSA）无效。""",14.0,1.0
阿莫西林,其他治疗,禁忌,耐甲氧西林凝固酶阴性葡萄球菌（mrcns）,病原体,guideline,"""阿莫西林对耐甲氧西林凝固酶阴性葡萄球菌（MRCNS）无效。""",14.0,1.0
阿莫西林,其他治疗,敏感性,链球菌a、b、c、g群,病原体,guideline,"""阿莫西林对链球菌A、B、C、G群有效。""",16.0,1.0
阿莫西林,其他治疗,敏感性,甲型溶血性链球菌,病原体,guideline,"""阿莫西林对甲型溶血性链球菌有效。""",16.0,1.0
阿莫西林,其他治疗,敏感性,粪/屎肠球菌,病原体,guideline,"""阿莫西林对粪/屎肠球菌有效。""",16.0,1.0
阿莫西林,其他治疗,敏感性,jk棒状杆菌,病原体,guideline,"""阿莫西林对JK棒状杆菌可能有效。""",12.0,1.0
阿莫西林,其他治疗,敏感性,单核细胞增生李斯特菌,病原体,guideline,"""阿莫西林对单核细胞增生李斯特菌有效。""",16.0,1.0
阿莫西林,其他治疗,敏感性,革兰氏阴性菌,病原体,guideline,"""阿莫西林对部分革兰氏阴性菌有效。""",14.0,1.0
阿莫西林,其他治疗,敏感性,淋病奈瑟球菌,病原体,guideline,"""阿莫西林对淋病奈瑟球菌有效。""",16.0,1.0
阿莫西林,其他治疗,用法用量,肾功能不良,疾病,guideline,"""肾功能不良时需要调整阿莫西林的剂量。""",8.0,1.0
阿莫西林,其他治疗,用法用量,血液透析,其他治疗,guideline,"""血液透析后需要根据肾功能调整阿莫西林的给药。""<SEP>""阿莫西林在血液透析患者中需调整剂量，通常在透析后补充给药。",15.0,1.0
阿莫西林,其他治疗,用法用量,肝功能损害,疾病,guideline,"""阿莫西林在肝功能损害时酌情减量，因其可致血清转氨酶轻度升高。""",8.0,1.0
阿莫西林,其他治疗,药品监管分级,妊娠分级,指南建议,guideline,"""阿莫西林的妊娠分级为B级。""",8.0,1.0
阿莫西林,其他治疗,不良反应,肝功能异常,症状,guideline,"""阿莫西林可引起肝功能异常，表现为转氨酶升高。""",7.0,1.0
阿莫西林,其他治疗,不良反应,出血性肠炎,疾病,guideline,"""阿莫西林有引起出血性肠炎的报道。""",6.0,1.0
阿莫西林,其他治疗,不良反应,腹绞痛,症状,guideline,"""阿莫西林有引起腹绞痛的报道。""",6.0,1.0
阿莫西林,其他治疗,推荐用药,咽炎,疾病,guideline,"""阿莫西林是治疗由链球菌引起的咽炎的首选药物。""",9.0,1.0
阿莫西林,其他治疗,推荐用药,蜂窝组织炎,其他治疗,guideline,"""阿莫西林是治疗蜂窝组织炎的主要药物。""",9.0,1.0
阿莫西林,其他治疗,推荐用药,急性中耳炎,疾病,guideline,"""阿莫西林是急性中耳炎的首选治疗药物，用于初始经验治疗。""<SEP>""阿莫西林用于治疗急性中耳炎，剂量为80～100mg/（kg·d)。""<SEP>""阿莫西林用于治疗急性中耳炎，剂量为80～100mg/（kg·d）。""",28.0,1.0
阿莫西林,其他治疗,推荐用药,肺炎综合征,疾病,guideline,"""阿莫西林是治疗门诊患儿肺炎的首选药物之一。""",9.0,1.0
阿莫西林,其他治疗,治疗,炭疽杆菌感染所致,其他治疗,guideline,"""Amoxicillin is a treatment for anthrax caused by Bacillus anthracis.""",9.0,1.0
阿莫西林,其他治疗,治疗,肺炎球菌,病原体,guideline,"""阿莫西林用于治疗青霉素敏感的肺炎球菌感染。""",9.0,1.0
阿莫西林,其他治疗,治疗,青霉素敏感,流行病学,guideline,"""阿莫西林用于治疗青霉素敏感的肺炎球菌。""",9.0,1.0
阿莫西林,其他治疗,推荐用药,链球菌咽炎,其他治疗,guideline,"""阿莫西林是治疗儿童链球菌咽炎的首选药物。""",9.0,1.0
阿莫西林,其他治疗,推荐用药,莱姆病,疾病,guideline,"""阿莫西林是治疗莱姆病的推荐药物，尤其用于孕妇和儿童。""",9.0,1.0
阿莫西林,其他治疗,治疗,莱姆病后综合征,疾病,guideline,"""莱姆病后综合征无明确有效治疗，阿莫西林等抗生素延长疗程无益。""",6.0,1.0
阿莫西林,其他治疗,推荐用药,孕妇,流行病学,guideline,"""孕妇莱姆病首选阿莫西林治疗。""",9.0,1.0
阿莫西林,其他治疗,替代用药,钩端螺旋体病,疾病,guideline,"""阿莫西林是治疗钩端螺旋体病轻症患者的替代药物。""",8.0,1.0
阿莫西林,其他治疗,治疗,沙门菌血症,疾病,guideline,"""阿莫西林是治疗轻症沙门菌血症的药物。""",7.0,1.0
阿莫西林,其他治疗,注意事项,说明,指南建议,guideline,"""说明提供阿莫西林使用的指导。""",7.0,1.0
阿莫西林,其他治疗,治疗,急性细菌性鼻窦炎,其他治疗,guideline,"""阿莫西林用于治疗急性细菌性鼻窦炎。""",8.0,1.0
阿莫西林,其他治疗,相关,肾脏,其他治疗,guideline,"""阿莫西林主要通过肾脏清除。""<SEP>""阿莫西林主要通过肾脏清除，肾功能状态影响其药代动力学。""",32.0,1.0
阿莫西林,其他治疗,成份,阿莫西林/克拉维酸,其他治疗,guideline,"""阿莫西林是阿莫西林/克拉维酸的主要成分之一，与克拉维酸组成复方制剂以增强抗菌活性。""",20.0,1.0
阿莫西林,其他治疗,相关,蛋白结合率,其他治疗,guideline,"""阿莫西林的蛋白结合率是其药代动力学的重要参数。""",18.0,1.0
阿莫西林,其他治疗,相关,分布容积,检查,guideline,"""阿莫西林的分布容积是其药代动力学的重要参数。""",18.0,1.0
阿莫西林,其他治疗,相关,清除率,检查,guideline,"""阿莫西林的清除率是其药代动力学的重要参数。""",18.0,1.0
阿莫西林,其他治疗,相关,血药浓度比,检查,guideline,"""血药浓度比用于比较阿莫西林在不同剂型或条件下的血药浓度。""",8.0,1.0
阿莫西林,其他治疗,相关,脑脊液穿透,检查,guideline,"""阿莫西林的脑脊液穿透能力是其治疗中枢神经系统感染的重要指标。""",8.0,1.0
阿莫西林,其他治疗,相关,标准剂型,药物,guideline,"""标准剂型是阿莫西林的一种常见剂型。""",8.0,1.0
阿莫西林,其他治疗,相关,0-inf,检查,guideline,"""0-inf是指阿莫西林从给药开始到无限时间的AUC。""",8.0,1.0
阿莫西林,其他治疗,相关,tmax,检查,guideline,"""Tmax是指阿莫西林的达峰时间。""",8.0,1.0
阿莫西林,其他治疗,相关,清除排,检查,guideline,"""清除排是指阿莫西林的清除途径。""",8.0,1.0
阿莫西林,其他治疗,相关,透,检查,guideline,"""透是指阿莫西林的穿透能力，如脑脊液穿透。""",8.0,1.0
阿莫西林,其他治疗,相关,p/d,检查,guideline,"""P/D是指阿莫西林的蛋白结合率/分布容积比值。""",8.0,1.0
阿莫西林,其他治疗,不良反应,艰难梭菌相关性腹泻,症状,guideline,"""阿莫西林可能引起艰难梭菌相关性腹泻。""",6.0,1.0
阿莫西林,其他治疗,不良反应,头孢羟氨苄,西药,guideline,"""阿莫西林与头孢羟氨苄具有相同侧链，存在交叉过敏风险。""",7.0,1.0
阿莫西林,其他治疗,不良反应,头孢丙烯,西药,guideline,"""阿莫西林与头孢丙烯具有相同侧链，存在交叉过敏风险。""",7.0,1.0
阿莫西林,其他治疗,预防,镰刀细胞贫血,其他治疗,guideline,"""阿莫西林可作为青霉素V的备选方案用于预防。""",14.0,1.0
阿莫西林,其他治疗,用法用量,日最大剂量,指南建议,guideline,"""阿莫西林有日最大剂量限制，但未明确。""<SEP>""阿莫西林的日最大剂量未明确，但分次q8h。""",28.0,1.0
阿莫西林,其他治疗,用法用量,分次q12h,其他治疗,guideline,"""阿莫西林的给药频率为q8h，不包括q12h。""",10.0,1.0
阿莫西林,其他治疗,用法用量,分次q6h,其他治疗,guideline,"""阿莫西林的给药频率为q8h，不包括q6h。""",350.0,1.0
阿莫西林,其他治疗,商品名,amoxil,其他治疗,guideline,"""Amoxil是阿莫西林的商品名。""",10.0,1.0
阿莫西林/克拉维酸,其他治疗,治疗,医院获得性单纯性下尿路感染,其他治疗,guideline,"""阿莫西林/克拉维酸用于治疗医院获得性单纯性下尿路感染。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,治疗,下尿路感染,疾病,guideline,"""阿莫西林/克拉维酸用于治疗医院获得性单纯性下尿路感染。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,不良反应,肝脏损伤,症状,guideline,"""阿莫西林/克拉维酸可能导致转氨酶增高或胆汁淤积。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,推荐用药,泪囊炎,疾病,guideline,"""阿莫西林/克拉维酸是泪囊炎的首选口服抗生素治疗方案。""",16.0,1.0
阿莫西林/克拉维酸,其他治疗,推荐用药,外耳炎,其他治疗,guideline,"""阿莫西林/克拉维酸是急性弥漫性外耳炎的首选口服抗生素治疗方案。""",16.0,1.0
阿莫西林/克拉维酸,其他治疗,二线治疗,急性化脓性中耳炎,疾病,guideline,"""阿莫西林/克拉维酸是治疗急性化脓性中耳炎的备选全身用药。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,二线治疗,急性鼻窦炎,疾病,guideline,"""阿莫西林/克拉维酸是治疗急性鼻窦炎的备选全身用药。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,治疗,牙周炎,疾病,guideline,"""阿莫西林/克拉维酸是治疗重度牙周炎的全身用药。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,推荐用药,面部蜂窝织炎,其他治疗,guideline,"""阿莫西林/克拉维酸是面部蜂窝织炎的首选治疗药物。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,治疗,急性气管支气管炎,其他治疗,guideline,"""阿莫西林/克拉维酸用于治疗急性气管支气管炎合并细菌感染者。""",16.0,1.0
阿莫西林/克拉维酸,其他治疗,治疗,其他呼吸道病毒,其他治疗,guideline,"""阿莫西林/克拉维酸用于治疗其他呼吸道病毒感染。""",108.0,1.0
阿莫西林/克拉维酸,其他治疗,经验性治疗,骨髓炎,其他治疗,guideline,"""阿莫西林/克拉维酸是治疗伴有血供不足的骨髓炎的轻症经验性用药。""",7.0,1.0
阿莫西林/克拉维酸,其他治疗,治疗,动物咬伤后感染,疾病,guideline,"""阿莫西林/克拉维酸是治疗动物咬伤后感染的常用药物。""",16.0,1.0
阿莫西林/克拉维酸,其他治疗,推荐用药,经验治疗,其他治疗,guideline,"""阿莫西林/克拉维酸是低危粒细胞缺乏患者经验治疗的首选药物之一。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,预防,人工关节置换术后患者接受可能引起一过性菌血症的侵入性操作,手术治疗,guideline,"""阿莫西林/克拉维酸用于人工关节置换术后患者接受可能引起菌血症的侵入性操作的预防，术前1小时口服。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,治疗,甲氧西林敏感金黄色葡萄球菌,病原体,guideline,"""阿莫西林/克拉维酸用于治疗甲氧西林敏感金黄色葡萄球菌感染。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,替代用药,阿莫西林/克拉维酸、氟喹诺酮类、利奈唑胺、替考拉宁、达托霉素、磺胺甲噁唑/甲氧苄啶,其他治疗,guideline,"""针对MSSA和MSCNS的备选治疗方案包含阿莫西林/克拉维酸。""",9.0,1.0
阿莫西林/克拉维酸,其他治疗,推荐用药,啮蚀艾肯菌,其他治疗,guideline,"""阿莫西林/克拉维酸是啮蚀艾肯菌的首选治疗药物。""",18.0,1.0
阿莫西林/克拉维酸,其他治疗,预防,犬咬二氧化碳嗜纤维菌,病原体,guideline,"""阿莫西林/克拉维酸是犬咬伤后无脾患者预防用药的首选药物之一。""",18.0,1.0
阿莫西林/克拉维酸,其他治疗,推荐用药,多杀巴斯德菌,其他治疗,guideline,"""阿莫西林/克拉维酸是多杀巴斯德菌的首选治疗药物。""",18.0,1.0
阿莫西林/克拉维酸,其他治疗,治疗,泪小管炎,其他治疗,guideline,"""阿莫西林/克拉维酸用于治疗泪小管炎。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,一线治疗,中耳炎,疾病,guideline,"""阿莫西林/克拉维酸是治疗中耳炎的首选药物。""<SEP>""阿莫西林/克拉维酸是治疗急性中耳炎的经验治疗药物，特别是对于近1个月曾用抗菌药物的患儿。""",27.0,1.0
阿莫西林/克拉维酸,其他治疗,治疗,a群链球菌,病原体,guideline,"""A群链球菌可使用阿莫西林/克拉维酸治疗。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,治疗,鼻窦炎,疾病,guideline,"""阿莫西林/克拉维酸可用于治疗细菌性鼻窦炎。""<SEP>""鼻窦炎可使用阿莫西林/克拉维酸。""",208.0,1.0
阿莫西林/克拉维酸,其他治疗,推荐用药,细菌性鼻窦炎,疾病,guideline,"""阿莫西林/克拉维酸是治疗细菌性鼻窦炎的首选药物之一。""",9.0,1.0
阿莫西林/克拉维酸,其他治疗,注意事项,近期用过抗菌药物者,其他治疗,guideline,"""近期用过抗菌药物者需选择不同的阿莫西林/克拉维酸剂量方案。""",9.0,1.0
阿莫西林/克拉维酸,其他治疗,用法用量,30/6 mg/kg i.v.q.8h.~q.6h.,其他治疗,guideline,"""这是阿莫西林/克拉维酸的给药方案。""",160.0,1.0
阿莫西林/克拉维酸,其他治疗,治疗,大疱性,其他治疗,guideline,"""阿莫西林/克拉维酸用于大疱性脓疱病（MSSA）的全身治疗。""<SEP>""阿莫西林/克拉维酸用于大疱性脓疱病（MSSA）的静脉治疗。""",16.0,1.0
阿莫西林/克拉维酸,其他治疗,注意事项,肾功能不良,疾病,guideline,"""肾功能不良时需要调整阿莫西林/克拉维酸的剂量。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,注意事项,血液透析,其他治疗,guideline,"""血液透析后需要根据肾功能调整阿莫西林/克拉维酸的给药。""<SEP>""阿莫西林/克拉维酸在血液透析患者中需调整剂量，通常在透析后补充给药。",15.0,1.0
阿莫西林/克拉维酸,其他治疗,不良反应,肝功能损害,疾病,guideline,"""阿莫西林/克拉维酸在肝功能损害时酌情减量，因其偶见转氨酶升高和罕见胆汁淤积性黄疸。""",9.0,1.0
阿莫西林/克拉维酸,其他治疗,药品监管分级,妊娠分级,指南建议,guideline,"""阿莫西林/克拉维酸的妊娠分级为B级。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,药物相互作用,丙磺舒,西药,guideline,"""丙磺舒可减少阿莫西林/克拉维酸在肾小管的排泄。""",7.0,1.0
阿莫西林/克拉维酸,其他治疗,药物相互作用,阿司匹林,西药,guideline,"""阿司匹林可减少阿莫西林/克拉维酸在肾小管的排泄。""",7.0,1.0
阿莫西林/克拉维酸,其他治疗,药物相互作用,吲哚美辛,西药,guideline,"""吲哚美辛可减少阿莫西林/克拉维酸在肾小管的排泄。""",7.0,1.0
阿莫西林/克拉维酸,其他治疗,药物相互作用,别嘌呤,西药,guideline,"""别嘌呤可减少阿莫西林/克拉维酸在肾小管的排泄。""",7.0,1.0
阿莫西林/克拉维酸,其他治疗,药物相互作用,口服避孕药,药物,guideline,"""阿莫西林/克拉维酸可降低口服避孕药的效果，合用可能增加皮疹发生率。""",7.0,1.0
阿莫西林/克拉维酸,其他治疗,药物相互作用,伤寒活疫苗,西药,guideline,"""口服阿莫西林/克拉维酸可降低伤寒活疫苗的效果。""",7.0,1.0
阿莫西林/克拉维酸,其他治疗,药物相互作用,甲氨蝶呤,西药,guideline,"""口服阿莫西林/克拉维酸可降低甲氨蝶呤的免疫效应。""",7.0,1.0
阿莫西林/克拉维酸,其他治疗,药物相互作用,华法林,西药,guideline,"""阿莫西林/克拉维酸可降低华法林的肾脏清除率，增加毒性。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,不良反应,粒细胞减少,症状,guideline,"""阿莫西林/克拉维酸可引起粒细胞减少。""",7.0,1.0
阿莫西林/克拉维酸,其他治疗,不良反应,胆汁淤积性肝炎,症状,guideline,"""阿莫西林/克拉维酸可引起胆汁淤积性肝炎。""",7.0,1.0
阿莫西林/克拉维酸,其他治疗,推荐用药,急性上颌窦炎,疾病,guideline,"""阿莫西林/克拉维酸是治疗急性上颌窦炎的首选药物。""",9.0,1.0
阿莫西林/克拉维酸,其他治疗,推荐用药,蜂窝组织炎,其他治疗,guideline,"""阿莫西林/克拉维酸是治疗蜂窝组织炎的备选药物。""",7.0,1.0
阿莫西林/克拉维酸,其他治疗,推荐用药,肾盂肾炎,其他治疗,guideline,"""阿莫西林/克拉维酸是治疗肾盂肾炎的推荐药物。""<SEP>""阿莫西林/克拉维酸用于口服治疗肾盂肾炎。""",17.0,1.0
阿莫西林/克拉维酸,其他治疗,推荐用药,阑尾炎,疾病,guideline,"""阿莫西林/克拉维酸被推荐用于覆盖需氧革兰阴性杆菌和厌氧菌，适用于阑尾炎治疗。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,推荐用药,憩室炎,疾病,guideline,"""阿莫西林/克拉维酸被推荐用于轻症憩室炎和引流后直肠周围脓肿的门诊治疗，是首选方案。""",9.0,1.0
阿莫西林/克拉维酸,其他治疗,治疗,膀胱炎,其他治疗,guideline,"""阿莫西林/克拉维酸用于治疗膀胱炎。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,药品分类,片剂,其他治疗,guideline,"""阿莫西林/克拉维酸有片剂剂型。""",16.0,1.0
阿莫西林/克拉维酸,其他治疗,药品分类,胶囊,其他治疗,guideline,"""阿莫西林/克拉维酸有胶囊剂型。""",16.0,1.0
阿莫西林/克拉维酸,其他治疗,药品分类,口服悬液,其他治疗,guideline,"""阿莫西林/克拉维酸有口服悬液剂型。""",16.0,1.0
阿莫西林/克拉维酸,其他治疗,药品分类,注射液,其他治疗,guideline,"""阿莫西林/克拉维酸有注射液剂型。""",16.0,1.0
阿莫西林/克拉维酸,其他治疗,药品分类,缓释片,其他治疗,guideline,"""阿莫西林/克拉维酸有缓释片剂型。""",16.0,1.0
阿莫西林/克拉维酸,其他治疗,药品分类,咀嚼片,药物,guideline,"""阿莫西林/克拉维酸有咀嚼片剂型。""",16.0,1.0
阿莫西林/克拉维酸,其他治疗,用法用量,口服悬液每5ml,药物,guideline,"""口服悬液每5ml是阿莫西林/克拉维酸的一种剂型规格。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,药品分类,注射液（欧洲）,药物,guideline,"""注射液（欧洲）是阿莫西林/克拉维酸的一种剂型。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,给药途径,静脉,诊疗技术及设备,guideline,"""静脉是阿莫西林/克拉维酸的一种给药途径。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,注意事项,食物,流行病学,guideline,"""阿莫西林/克拉维酸缓释片需与食物同服以减少胃肠道刺激。""",8.0,1.0
阿莫西林/克拉维酸,其他治疗,注意事项,capd,其他治疗,guideline,"""阿莫西林/克拉维酸在CAPD患者中需调整剂量，文中列出了相应的给药方案。",8.0,1.0
阿莫西林/克拉维酸,其他治疗,商品名,augmentin,其他治疗,guideline,"""Augmentin是阿莫西林/克拉维酸的商品名。""",10.0,1.0
阿莫西林/克拉维酸,其他治疗,同义词,es-600,其他治疗,guideline,"""ES-600是阿莫西林/克拉维酸的复方制剂。""",10.0,1.0
阿莫西林/克拉维酸,其他治疗,商品名,augmentin xr us,其他治疗,guideline,"""Augmentin XR US是阿莫西林/克拉维酸的缓释复方制剂。""",10.0,1.0
呼吸喹诺酮类,西药,推荐用药,copd 急性加重,其他治疗,guideline,"""呼吸喹诺酮类是无铜绿假单胞菌感染风险的COPD急性加重患者的治疗选择。""",8.0,1.0
呼吸喹诺酮类,西药,替代用药,头孢曲松钠,其他治疗,guideline,"""头孢曲松钠与呼吸喹诺酮类治疗社区获得性肺炎。""<SEP>""头孢曲松钠和呼吸喹诺酮类均可用于治疗社区获得性肺炎，可作为替代方案。""",15.0,1.0
奥马环素,西药,分类,新型四环素类衍生物,西药,guideline,"""奥马环素是新型四环素类衍生物的一种。""",9.0,1.0
奥马环素,西药,治疗,cps,病原体,guideline,"""奥马环素是一种新型四环素类抗菌药物，对Cps显示出较强的体外抗菌活性，能成功治疗Cps引起的感染。""",8.0,1.0
奥马环素,西药,分类,四环素类药物,西药,guideline,"""奥马环素是四环素类药物的一种，且为新型衍生物。""<SEP>""奥马环素是新型四环素类药物的一种。""",19.0,1.0
奥马环素,西药,适应症,mrsa,病原体,guideline,"""奥马环素可用于覆盖MRSA，治疗复杂皮肤软组织感染。""<SEP>""针对MRSA感染，奥马环素与利奈唑胺疗效相似。""",16.0,1.0
奥马环素,西药,用法用量,生物利用度,流行病学,guideline,"""奥马环素的口服生物利用度为34.5%。""",8.0,1.0
