head,head_type,relation,tail,tail_type,source,description,weight
伏立康唑,西药,推荐用药,一线用药,指南建议,guideline,"""Voriconazole is a first-line drug for IPA in severe liver disease.""",9.0
伏立康唑,西药,预防措施,推荐意见16,指南建议,guideline,"""推荐意见16推荐伏立康唑用于肝移植术后侵袭性曲霉菌病的靶向预防。""",9.0
伏立康唑,西药,治疗,眼内炎,疾病,guideline,"""伏立康唑可用于治疗念珠菌引起的眼内炎，严重时需玻璃体内注射。""<SEP>""伏立康唑用于治疗眼内炎，严重时考虑玻璃体内注射。""<SEP>""伏立康唑用于治疗眼内炎，可玻璃体内注射。""<SEP>""伏立康唑用于真菌性眼内炎的全身治疗。""",49.0
伏立康唑,西药,适应症,双腔血透导静脉营养,诊疗技术及设备,guideline,"""伏立康唑用于治疗由念珠菌引起的双腔血透导静脉营养感染。""",8.0
伏立康唑,西药,适应症,念珠菌血流感染,疾病,guideline,"""伏立康唑可用于需要同时覆盖曲霉菌的念珠菌血流感染。""",6.0
伏立康唑,西药,一线治疗,侵袭性肺曲霉病,疾病,guideline,"""伏立康唑是治疗侵袭性肺曲霉病的首选药物。""",10.0
伏立康唑,西药,替代用药,球孢子菌病,疾病,guideline,"""伏立康唑体外有活性，临床疗效尚不清楚，但可能对预后更好。""<SEP>""伏立康唑用于儿童球孢子菌病的挽救治疗方案。""<SEP>""伏立康唑用于儿童球孢子菌病的挽救治疗，常与卡泊芬净合用。""<SEP>""伏立康唑用于治疗儿童球孢子菌病，常与卡泊芬净联用。""",31.0
伏立康唑,西药,治疗,中枢神经系统组织胞浆菌病,疾病,guideline,"""伏立康唑对伊曲康唑治疗失败的中枢神经系统组织胞浆菌病可能有效。""",7.0
伏立康唑,西药,治疗,脑膜炎,其他治疗,guideline,"""伏立康唑用于治疗球孢子菌脑膜炎，尤其在高剂量静脉给药时可能有效。""<SEP>""大剂量伏立康唑可用于治疗难治性脑膜炎。""",24.0
伏立康唑,西药,用法用量,6mg/kg i.v.q.12h.1天，第2天始4mg/kgi.v.q.12h.,其他治疗,guideline,"""这是伏立康唑的给药方案。""",160.0
伏立康唑,西药,药品分类,抗真菌药物,药物,guideline,"""Voriconazole is a specific antifungal drug.""<SEP>""伏立康唑属于抗真菌药物。<SEP>""伏立康唑是抗真菌药物的一种。""<SEP>""伏立康唑是抗真菌药物的一种。""<SEP>""伏立康唑是抗真菌药物的一种，用于治疗真菌感染。""",57.0
伏立康唑,西药,适应症,念珠菌感染,疾病,guideline,"""伏立康唑用于治疗严重的念珠菌感染。""<SEP>""伏立康唑用于治疗念珠菌感染。""<SEP>""伏立康唑用于食道念珠菌感染的治疗。""",25.0
伏立康唑,西药,推荐剂量,体重,其他治疗,guideline,"""伏立康唑的剂量根据体重调整。""",9.0
伏立康唑,西药,推荐剂量,日龄,流行病学,guideline,"""伏立康唑的剂量根据日龄调整。""",9.0
伏立康唑,西药,注意事项,谷浓度,检查,guideline,"""伏立康唑的剂量调整需监测谷浓度。""",8.0
伏立康唑,西药,禁忌,肾功能不良,疾病,guideline,"""伏立康唑的剂量需根据肌酐清除率调整，重度肾功能不全时不推荐使用。""",9.0
伏立康唑,西药,给药途径,连续性肾脏替代治疗（crrt）,诊疗技术及设备,guideline,"""伏立康唑在CRRT患者中有特定的给药方式，表明其与CRRT密切相关。""",9.0
伏立康唑,西药,注意事项,肌酐清除率（ccr）,检查,guideline,"""伏立康唑的剂量调整基于肌酐清除率（Ccr），表明其与肌酐清除率密切相关。""",9.0
伏立康唑,西药,不良反应,转氨酶升高,症状,guideline,"""伏立康唑主要在肝内代谢，转氨酶升高的发生率为13.4%。""<SEP>""伏立康唑肝毒性可表现为转氨酶升高。",16.0
伏立康唑,西药,不良反应,视觉改变,症状,guideline,"""伏立康唑可引起视觉改变或视觉障碍。",8.0
伏立康唑,西药,不良反应,视觉障碍,症状,guideline,"""伏立康唑可引起视觉改变或视觉障碍。",8.0
伏立康唑,西药,不良反应,史-约综合征,疾病,guideline,"""伏立康唑可引起严重皮肤反应包括史-约综合征。",9.0
伏立康唑,西药,相关,肝毒性,症状,guideline,"""L-AmB has lower hepatotoxicity than voriconazole in patients with severe liver insufficiency, making it a preferred option in this population.""<SEP>""伏立康唑可引起肝毒性。",16.0
伏立康唑,西药,不良反应,肝衰竭,疾病,guideline,"""伏立康唑肝毒性可表现为肝衰竭。",9.0
伏立康唑,西药,不良反应,高血压,疾病,guideline,"""伏立康唑可引起心血管系统高血压。",7.0
伏立康唑,西药,不良反应,血管扩张,症状,guideline,"""伏立康唑可引起心血管系统血管扩张。",7.0
伏立康唑,西药,不良反应,晕厥,症状,guideline,"""伏立康唑可引起心血管系统晕厥。",7.0
伏立康唑,西药,不良反应,房室完全阻滞,疾病,guideline,"""伏立康唑可引起心血管系统房室完全阻滞。",7.0
伏立康唑,西药,不良反应,深静脉血栓,疾病,guideline,"""伏立康唑可引起心血管系统深静脉血栓。",7.0
伏立康唑,西药,不良反应,q-t间期延长,症状,guideline,"""伏立康唑可引起心血管系统Q-T间期延长。",8.0
伏立康唑,西药,并发症,尖端扭转型室性心动过速,疾病,guideline,"""伏立康唑Q-T间期延长可发生尖端扭转型室性心动过速。",9.0
伏立康唑,西药,不良反应,食欲减退,症状,guideline,"""伏立康唑可引起消化系统食欲减退。",7.0
伏立康唑,西药,不良反应,眩晕,症状,guideline,"""伏立康唑可引起神经系统眩晕。",7.0
伏立康唑,西药,不良反应,幻觉,症状,guideline,"""伏立康唑可引起神经系统幻觉。<SEP>""伏立康唑可能引起幻觉等神经系统副作用。""",13.0
伏立康唑,西药,不良反应,精神错乱,症状,guideline,"""伏立康唑可引起神经系统精神错乱。",7.0
伏立康唑,西药,不良反应,激动,症状,guideline,"""伏立康唑可引起神经系统激动。",7.0
伏立康唑,西药,不良反应,抑郁,症状,guideline,"""伏立康唑可引起神经系统抑郁。",7.0
伏立康唑,西药,不良反应,焦虑,症状,guideline,"""伏立康唑可引起神经系统焦虑。",7.0
伏立康唑,西药,不良反应,失眠,症状,guideline,"""伏立康唑可引起神经系统失眠。",7.0
伏立康唑,西药,不良反应,感觉异常,症状,guideline,"""伏立康唑可引起神经系统感觉异常。",7.0
伏立康唑,西药,不良反应,运动失调,症状,guideline,"""伏立康唑可引起神经系统运动失调。",7.0
伏立康唑,西药,不良反应,感觉障碍,症状,guideline,"""伏立康唑可引起神经系统感觉障碍。",7.0
伏立康唑,西药,不良反应,光毒性,指南建议,guideline,"""伏立康唑可引起光毒性。",7.0
伏立康唑,西药,不良反应,雀斑,其他治疗,guideline,"""伏立康唑光毒性可导致雀斑。",7.0
伏立康唑,西药,不良反应,雀斑样痣,其他治疗,guideline,"""伏立康唑光毒性可导致雀斑样痣。",7.0
伏立康唑,西药,不良反应,光化性角化病,疾病,guideline,"""伏立康唑光毒性可导致光化性角化病。",7.0
伏立康唑,西药,不良反应,皮肤鳞状细胞癌,疾病,guideline,"""伏立康唑有皮肤鳞状细胞癌的相关风险。",8.0
伏立康唑,西药,不良反应,血肌酐增高,其他治疗,guideline,"""伏立康唑可引起泌尿生殖系统血肌酐增高。",7.0
伏立康唑,西药,不良反应,血尿素氮增高,其他治疗,guideline,"""伏立康唑可引起泌尿生殖系统血尿素氮增高。",7.0
伏立康唑,西药,不良反应,蛋白尿,症状,guideline,"""伏立康唑可引起泌尿生殖系统蛋白尿。",7.0
伏立康唑,西药,不良反应,骨膜炎,疾病,guideline,"""伏立康唑可引起骨膜炎。",6.0
伏立康唑,西药,相关指南,ecil-6,指南建议,guideline,"""伏立康唑在ECIL-6指南中被评定为AI级别，是一线治疗药物。""",9.0
伏立康唑,西药,用法用量,每日两次,其他治疗,guideline,"""伏立康唑的给药频率为每日两次，是ECIL-6指南推荐的标准用法。""",9.0
伏立康唑,西药,用法用量,第一天,诊疗技术及设备,guideline,"""伏立康唑在第一天使用较高剂量（6 mg/kg），之后调整为维持剂量（4 mg/kg）。""",8.0
伏立康唑,西药,相关,艾沙康唑,西药,guideline,"""艾沙康唑治疗侵袭性曲霉病的临床疗效与伏立康唑相似，两者均为三唑类抗真菌药物。""",7.0
伏立康唑,西药,敏感性,土曲霉,病原体,guideline,"""土曲霉对伏立康唑高度敏感。""",8.0
伏立康唑,西药,敏感性,黄曲霉,病原体,guideline,"""黄曲霉对伏立康唑高度敏感。""",8.0
伏立康唑,西药,药物相互作用,细胞色素p450酶,其他治疗,guideline,"""伏立康唑受CYP2C9、CYP2C19和CYP3A4代谢，且能诱导这些酶，从而影响其他药物的代谢。""",7.0
伏立康唑,西药,监测指标,治疗药物监测,检查,guideline,"""对于ECMO支持下的伏立康唑，建议进行治疗药物监测。""",8.0
伏立康唑,西药,相关,对伏立康唑暴露影响小,其他治疗,guideline,"""ECMO对伏立康唑的暴露影响小。""",7.0
伏立康唑,西药,推荐剂量,初步推荐无需调整剂量,其他治疗,guideline,"""ECMO支持下，伏立康唑初步推荐无需调整剂量。""",7.0
伏立康唑,西药,推荐剂量,数据源于一项大型回顾性研究,其他治疗,guideline,"""伏立康唑的剂量建议基于一项大型回顾性研究。""",6.0
伏立康唑,西药,监测指标,谷浓度变异度大,其他治疗,guideline,"""伏立康唑的谷浓度变异度大。""",7.0
伏立康唑,西药,临床表现,许多低于治疗浓度,其他治疗,guideline,"""许多患者的伏立康唑谷浓度低于治疗浓度。""",7.0
伏立康唑,西药,用法用量,建议,流行病学,guideline,"""针对伏立康唑的剂量调整建议。""",7.0
伏立康唑,西药,适应症,侵袭性肺曲霉病（ipa）,疾病,guideline,"""伏立康唑是侵袭性肺曲霉病（IPA）的首选治疗药物之一，常需进行治疗药物监测（TDM）。""",9.0
伏立康唑,西药,适应症,念珠菌血症,疾病,guideline,"""伏立康唑可用于治疗念珠菌血症，特别是对克柔念珠菌和光滑念珠菌有效。""",8.0
伏立康唑,西药,适应症,侵袭性肺曲霉,疾病,guideline,"""伏立康唑是治疗侵袭性肺曲霉的首选药物之一。""",9.0
伏立康唑,西药,适应症,念珠菌病,疾病,guideline,"""伏立康唑可用于治疗严重的念珠菌病，特别是对氟康唑耐药的菌株。""<SEP>""伏立康唑对念珠菌有活性，用于治疗严重的念珠菌感染。""<SEP>""伏立康唑是治疗念珠菌病的药物，特别是用于氟康唑难治性病例，如眼内炎/视网膜炎、中枢神经系统感染等。""",25.0
伏立康唑,西药,治疗,隐球菌性脑膜炎,疾病,guideline,"""伏立康唑用于治疗隐球菌性脑膜炎，大剂量静脉注射后序贯口服。""",8.0
伏立康唑,西药,治疗,儿童球孢子菌病,其他治疗,guideline,"""伏立康唑是儿童球孢子菌病的治疗方案之一，常与卡泊芬净合用。""",16.0
伏立康唑,西药,治疗,暗色丝孢霉病,疾病,guideline,"""伏立康唑用于治疗暗色丝孢霉病。""",8.0
伏立康唑,西药,推荐用药,尖端赛多孢菌,病原体,guideline,"""伏立康唑是治疗尖端赛多孢菌感染的首选药物。""",9.0
伏立康唑,西药,治疗,外科清创,其他治疗,guideline,"""伏立康唑是外科清创后可考虑加用的药物。""",8.0
伏立康唑,西药,适应症,曲霉菌病,疾病,guideline,"""伏立康唑对曲霉菌属有活性，用于治疗侵袭性曲霉菌病。""",9.0
伏立康唑,西药,适应症,曲霉菌属,病原体,guideline,"""伏立康唑对曲霉菌属有活性，用于治疗由曲霉菌属引起的侵袭性曲霉菌病。""<SEP>""伏立康唑是用于预防曲霉菌感染的抗真菌药物。""",19.0
伏立康唑,西药,适应症,土曲霉菌,病原体,guideline,"""伏立康唑对土曲霉菌有效，包括对两性霉素B耐药的菌株。""",9.0
伏立康唑,西药,敏感性,克柔念珠菌,病原体,guideline,"""伏立康唑对克柔念珠菌有活性。""<SEP>""克柔念珠菌对伏立康唑天然耐药。""",18.0
伏立康唑,西药,适应症,霉菌感染,其他治疗,guideline,"""伏立康唑用于治疗严重的霉菌感染。""",9.0
伏立康唑,西药,不良反应,qt间期延长,流行病学,guideline,"""伏立康唑可引起QT间期延长，需监测心电图。""",7.0
伏立康唑,西药,不良反应,室性心动过速,症状,guideline,"""伏立康唑引起的QT间期延长可能导致室性心动过速。""",7.0
伏立康唑,西药,不良反应,肝炎,疾病,guideline,"""伏立康唑可能引起肝炎等肝脏毒性。""",7.0
伏立康唑,西药,不良反应,肝功能衰竭,疾病,guideline,"""伏立康唑可能引起严重的肝功能衰竭。""",7.0
伏立康唑,西药,注意事项,皮肤肿瘤,其他治疗,guideline,"""伏立康唑使用与皮肤肿瘤相关，建议防晒。""",6.0
伏立康唑,西药,注意事项,防晒措施,其他治疗,guideline,"""伏立康唑使用与皮肤肿瘤相关，需采取防晒措施。""",7.0
伏立康唑,西药,不良反应,输液过敏反应,其他治疗,guideline,"""伏立康唑静脉给药可引起输液过敏反应。""",7.0
伏立康唑,西药,适应症,gvhd,疾病,guideline,"""伏立康唑对接受糖皮质激素治疗的GVHD患者预防和治疗真菌感染有效。""",8.0
伏立康唑,西药,用法用量,肾功能正常,流行病学,guideline,"""Voriconazole dosage is adjusted based on normal renal function (IV: 6mg/kg q12h x2, then 4mg/kg q12h).""",8.0
伏立康唑,西药,禁忌,终末期肾病,疾病,guideline,"""Voriconazole intravenous formulation is not recommended for patients with CrCl <30 ml/min due to cyclodextrin accumulation; oral formulation or discontinuation is advised.""",9.0
伏立康唑,西药,药物相互作用,利福霉紫,西药,guideline,"""利福霉紫可导致伏立康唑浓度升高，伏立康唑可导致利福霉紫浓度降低，建议避免联合应用。""",8.0
伏立康唑,西药,药物相互作用,利福喷丁,西药,guideline,"""利福喷丁可降低伏立康唑浓度，建议避免联合应用。""",8.0
伏立康唑,西药,药物相互作用,利福布汀,西药,guideline,"""利福布汀可降低伏立康唑浓度，建议避免联合应用。""",8.0
伏立康唑,西药,敏感性,红酵母属,病原体,guideline,"""伏立康唑对红酵母属活性不确定。""",5.0
伏立康唑,西药,敏感性,皮炎芽生菌,病原体,guideline,"""伏立康唑对皮炎芽生菌活性不确定。""",5.0
伏立康唑,西药,敏感性,抛子丝菌属,病原体,guideline,"""伏立康唑对抛子丝菌属活性不确定。""",5.0
伏立康唑,西药,相关指南,《热病：桑福德抗微生物治疗指南 2 0 2 3》,其他治疗,guideline,"""《热病：桑福德抗微生物治疗指南 2 0 2 3》提供了伏立康唑的使用建议和推荐方案。""",9.0
伏立康唑,西药,推荐用药,中枢神经系统ia,疾病,guideline,"""伏立康唑被推荐为中枢神经系统IA的最佳治疗药物之一。""",9.0
伏立康唑,西药,相关指南,美国移植与细胞治疗学会,指南建议,guideline,"""美国移植与细胞治疗学会推荐伏立康唑作为中枢神经系统IA的最佳治疗药物之一。""",8.0
伏立康唑,西药,耐药性,光滑念珠菌,病原体,guideline,"""光滑念珠菌对伏立康唑耐药。""",9.0
伏立康唑,西药,推荐用药,念珠菌眼内炎,疾病,guideline,"""念珠菌眼内炎患者通常根据药物敏感试验推荐使用伏立康唑治疗。""",7.0
伏立康唑,西药,联合用药,三联诱导治疗,其他治疗,guideline,"""三联诱导治疗在两性霉素B联合氟胞嘧啶基础上加用伏立康唑，用于疗效不佳的患者。""",8.0
伏立康唑,西药,二线治疗,马尔尼菲篮状菌病,疾病,guideline,"""Voriconazole is recommended as an alternative induction therapy for non-severe talaromycosis or in patients intolerant to AmB.""<SEP>""伏立康唑可作为马尔尼菲篮状菌病诱导治疗的备选药物，或用于AmB不耐受的患者。""",22.0
伏立康唑,西药,相关,真实世界大样本回顾性研究,其他治疗,guideline,"""该研究比较了伏立康唑诱导治疗与AmB‑D诱导治疗的疗效。""",1596.0
伏立康唑,西药,相关指南,初级预防,其他治疗,guideline,"""伏立康唑是国内指南推荐用于恶性血液病患者初级预防的抗真菌药物。""",8.0
伏立康唑,西药,相关指南,再次预防,其他治疗,guideline,"""伏立康唑是国内指南推荐用于恶性血液病患者再次预防的抗真菌药物。""",8.0
伏立康唑,西药,一线治疗,escmid‑ecmm‑ers 曲霉病的诊断和管理联合临床指南,指南建议,guideline,"""This guideline recommends voriconazole as the first-line treatment for non-hematological malignancy adult patients with invasive aspergillosis.""",9.0
伏立康唑,西药,推荐用药,l·amb,西药,guideline,"""L-AmB is preferred over voriconazole for patients with liver failure due to its lower hepatotoxicity profile.""",8.0
伏立康唑,西药,联合用药,两性霉素b脂质复合物,西药,guideline,"""伏立康唑可与两性霉素B脂质复合物联合使用，用于毛霉菌病的疾病进展期治疗。""",7.0
泊沙康唑,西药,监测指标,药物疗效监测（tdm）,检查,guideline,"""使用泊沙康唑时强调药物疗效监测（TDM）的重要性。""",9.0
泊沙康唑,西药,替代用药,慢性肺曲霉病,疾病,guideline,"""泊沙康唑口服制剂是慢性肺曲霉病的潜在替代治疗方案。""<SEP>""泊沙康唑是治疗慢性肺曲霉病的潜在替代口服药物。""",14.0
泊沙康唑,西药,用法用量,esld,疾病,guideline,"""泊沙康唑在肝脏代谢，ESLD患者使用时需根据肝功能调整剂量并密切监测。""",7.0
泊沙康唑,西药,替代用药,毛霉病,疾病,guideline,"""Posaconazole is used for mucormycosis as salvage therapy or step-down therapy. It is part of combination therapy regimens that may improve outcomes.""<SEP>""Posaconazole shows good in vitro activity and clinical efficacy against Mucor.""<SEP>""泊沙康唑是毛霉病的治疗药物之一。""<SEP>""泊沙康唑是治疗毛霉病的备选药物，可口服或静脉给药。""<SEP>""泊沙康唑",40.0
泊沙康唑,西药,相关,系统性抗真菌药物治疗,西药,guideline,"""泊沙康唑是系统性抗真菌药物治疗的可选药物之一。<SEP>""泊沙康唑是系统性抗真菌药物治疗的可选药物之一。""",17.0
泊沙康唑,西药,敏感性,毛霉,其他治疗,guideline,"""Posaconazole has good in vitro activity against Mucor.""",7.0
泊沙康唑,西药,敏感性,体外药物敏感性试验,检查,guideline,"""In vitro drug susceptibility tests show Posaconazole's activity against Mucor.""",7.0
泊沙康唑,西药,敏感性,抗真菌活性,其他治疗,guideline,"""Posaconazole has good antifungal activity against Mucor.""",8.0
泊沙康唑,西药,药物相互作用,肝移植,其他治疗,guideline,"""泊沙康唑用于肝移植患者时，需减少他克莫司和环孢素A的剂量。""",8.0
泊沙康唑,西药,替代用药,念珠菌食管炎,疾病,guideline,"""泊沙康唑是氟康唑难治性念珠菌食管炎的备选治疗。""",6.0
泊沙康唑,西药,适应症,hiv,疾病,guideline,"""泊沙康唑用于HIV患者的维持治疗以减少念珠菌感染复发。""",7.0
泊沙康唑,西药,替代用药,侵袭性肺曲霉病,疾病,guideline,"""泊沙康唑用于侵袭性肺曲霉病的挽救治疗。""",8.0
泊沙康唑,西药,相关,球孢子菌病,疾病,guideline,"""泊沙康唑体外有活性，临床疗效尚不清楚。""<SEP>""泊沙康唑可用于治疗难治性非脑膜炎球孢子菌感染，成功率73%。""<SEP>""泊沙康唑用于治疗难治性非脑膜炎球孢子菌感染，成功率73%。""<SEP>""泊沙康唑用于治疗难治性非脑膜炎球孢子菌感染，成功率为73%。""",30.0
泊沙康唑,西药,药品分类,抗真菌药物,药物,guideline,"""Posaconazole is a specific antifungal drug.""<SEP>""泊沙康唑属于抗真菌药物。<SEP>""泊沙康唑是抗真菌药物的一种。""<SEP>""泊沙康唑是抗真菌药物的一种。""<SEP>""泊沙康唑是抗真菌药物的一种，用于治疗真菌感染。""",57.0
泊沙康唑,西药,适应症,念珠菌感染,疾病,guideline,"""泊沙康唑用于预防和治疗念珠菌感染。""",8.0
泊沙康唑,西药,禁忌,肾功能不良,疾病,guideline,"""泊沙康唑在重度肾功能不全时不推荐使用，表明其与肾功能不良密切相关。""",8.0
泊沙康唑,西药,不良反应,肝功能损害,疾病,guideline,"""泊沙康唑常见肝酶水平升高，严重可出现肝毒性。""",8.0
泊沙康唑,西药,不良反应,q-t间期延长,症状,guideline,"""泊沙康唑可引起Q-T间期延长。",8.0
泊沙康唑,西药,敏感性,土曲霉,病原体,guideline,"""土曲霉对泊沙康唑中度敏感。""",7.0
泊沙康唑,西药,敏感性,黄曲霉,病原体,guideline,"""黄曲霉对泊沙康唑中度敏感。""",7.0
泊沙康唑,西药,敏感性,毛霉菌,病原体,guideline,"""毛霉菌对泊沙康唑显示不同程度的敏感性。""",8.0
泊沙康唑,西药,药物相互作用,cyp3a4,其他治疗,guideline,"""泊沙康唑抑制CYP3A4。""<SEP>""泊沙康唑抑制CYP3A4，导致显著的药物相互作用。""<SEP>""泊沙康唑是CYP3A4的强效抑制剂，可增加通过CYP3A4酶代谢药物的血药浓度。""",27.0
泊沙康唑,西药,不良反应,肝损伤,症状,guideline,"""泊沙康唑肝损伤风险较高。""<SEP>""肝损伤是泊沙康唑的不良反应之一。""",14.0
泊沙康唑,西药,不良反应,q‑t间期延长,症状,guideline,"""Q‑T间期延长是泊沙康唑的不良反应之一，既往有QT间期延长者慎用。""<SEP>""泊沙康唑Q‑T间期延长风险较高，需慎用。""",14.0
泊沙康唑,西药,不良反应,过敏,其他治疗,guideline,"""泊沙康唑过敏风险较高，已知过敏者禁用。""<SEP>""过敏是泊沙康唑的不良反应之一，已知过敏者禁用。""",14.0
泊沙康唑,西药,监测指标,血药谷浓度监测,检查,guideline,"""口服泊沙康唑治疗时应进行血药谷浓度监测。""",9.0
泊沙康唑,西药,相关,肠溶片,西药,guideline,"""泊沙康唑肠溶片是泊沙康唑的一种口服制剂，生物利用度更高且稳定，优于口服混悬液。""",9.0
泊沙康唑,西药,注意事项,心功能衰竭,疾病,guideline,"""心功能衰竭患者慎用泊沙康唑。""<SEP>""泊沙康唑心功能衰竭风险较高，需慎用。""",14.0
泊沙康唑,西药,联合用药,艾沙康唑,西药,guideline,"""泊沙康唑和艾沙康唑同为唑类药物，在毛霉病联合治疗中可与两性霉素B联合使用，也可在序贯治疗中作为口服制剂选择。""",7.0
泊沙康唑,西药,联合用药,两性霉素b脂质制剂,西药,guideline,"""两性霉素B脂质制剂可与泊沙康唑联合用于治疗毛霉病，特别是在造血干细胞移植者中。""<SEP>""泊沙康唑可与两性霉素B脂质制剂联合用于治疗毛霉病。""",18.0
泊沙康唑,西药,联合用药,两性霉素b脱氧胆酸盐,西药,guideline,"""两性霉素B脱氧胆酸盐可与泊沙康唑联合用于治疗毛霉病。""",8.0
泊沙康唑,西药,药物相互作用,药物相互作用,其他治疗,guideline,"""泊沙康唑是CYP3A4的强效抑制剂，需要注意与其他药物的相互作用风险。""<SEP>""泊沙康唑药物相互作用较多，需特别注意。""<SEP>""泊沙康唑有显著的药物相互作用。""",26.0
泊沙康唑,西药,适应症,皮肤毛霉病,疾病,guideline,"""泊沙康唑可用于皮肤毛霉病的系统治疗。""",8.0
泊沙康唑,西药,适应症,肾脏毛霉病,疾病,guideline,"""泊沙康唑可用于肾脏毛霉病的治疗。""",8.0
泊沙康唑,西药,适应症,肺毛霉病,疾病,guideline,"""泊沙康唑可用于肺毛霉病的系统治疗。""",8.0
泊沙康唑,西药,适应症,鼻‑眶‑脑毛霉病,疾病,guideline,"""泊沙康唑可用于鼻‑眶‑脑毛霉病的治疗。""",8.0
泊沙康唑,西药,适应症,化疗,诊疗技术及设备,guideline,"""化疗患者可使用泊沙康唑治疗毛霉病。""",8.0
泊沙康唑,西药,替代用药,肾损害,症状,guideline,"""肾损害患者可使用泊沙康唑替代治疗。""",8.0
泊沙康唑,西药,相关,急性输液反应,症状,guideline,"""泊沙康唑急性输液反应风险较低。""",7.0
泊沙康唑,西药,用法用量,输注速度,其他治疗,guideline,"""泊沙康唑静脉制剂输注速度需根据剂量调整。""",8.0
泊沙康唑,西药,用法用量,目标剂量,指南建议,guideline,"""泊沙康唑目标剂量需根据病情调整。""",8.0
泊沙康唑,西药,相关指南,国外指南,指南建议,guideline,"""国外指南推荐毛霉病泊沙康唑剂量。""",8.0
泊沙康唑,西药,相关,口服制剂,药物,guideline,"""泊沙康唑有口服制剂（混悬液和肠溶片）。""",9.0
泊沙康唑,西药,相关,静脉制剂,其他治疗,guideline,"""泊沙康唑有静脉制剂。""",9.0
泊沙康唑,西药,用法用量,食物,流行病学,guideline,"""泊沙康唑口服混悬液受食物影响较大，需与餐同服。""",8.0
泊沙康唑,西药,用法用量,胃内ph值,流行病学,guideline,"""泊沙康唑口服混悬液受胃内pH值影响较大。""",8.0
泊沙康唑,西药,用法用量,胃肠动力,流行病学,guideline,"""泊沙康唑口服混悬液受胃肠动力情况影响较大。""",8.0
泊沙康唑,西药,适应症,真菌感染,疾病,guideline,"""泊沙康唑用于治疗多种真菌感染，包括曲霉菌病、毛霉菌病、念珠菌病等。""<SEP>""泊沙康唑用于治疗真菌感染。""",19.0
泊沙康唑,西药,药物相互作用,细胞色素p450酶,其他治疗,guideline,"""泊沙康唑能诱导CYP3A4，从而影响其他药物的代谢。""",7.0
泊沙康唑,西药,药物相互作用,转运蛋白,其他治疗,guideline,"""泊沙康唑影响PGP，且能诱导PGP，从而影响其他药物的转运。""",7.0
泊沙康唑,西药,替代用药,侵袭性肺曲霉病（ipa）,疾病,guideline,"""泊沙康唑是侵袭性肺曲霉病（IPA）的替代治疗药物，尤其适用于不能耐受伏立康唑的患者。""",8.0
泊沙康唑,西药,适应症,念珠菌病,疾病,guideline,"""泊沙康唑是治疗念珠菌病的药物，特别是用于氟康唑难治性病例，如口咽部念珠菌病、外阴阴道炎等。""",8.0
泊沙康唑,西药,适应症,着色真菌病,疾病,guideline,"""泊沙康唑可用于治疗着色真菌病。""<SEP>""泊沙康唑可用于治疗着色真菌病，特别是慢性或广泛性感染。""<SEP>""泊沙康唑用于治疗着色真菌病，口服剂量为800mg/d。""",31.0
泊沙康唑,西药,预后,成功率,流行病学,guideline,"""泊沙康唑治疗难治性球孢子菌感染的成功率为73%。""<SEP>""泊沙康唑治疗难治性非脑膜炎球孢子菌感染的成功率为73%。""",26.0
泊沙康唑,西药,预后,非脑膜炎的球孢子菌感染,其他治疗,guideline,"""泊沙康唑用于治疗难治性非脑膜炎的球孢子菌感染，成功率达73%。""",18.0
泊沙康唑,西药,适应症,暗色丝孢霉病,疾病,guideline,"""泊沙康唑用于治疗暗色丝孢霉病。""",8.0
泊沙康唑,西药,替代用药,尖端赛多孢菌,病原体,guideline,"""泊沙康唑是治疗尖端赛多孢菌感染的替代药物。""",8.0
泊沙康唑,西药,不良反应,肾上腺功能不全,症状,guideline,"""泊沙康唑可导致严重的肾上腺功能不全。""",8.0
泊沙康唑,西药,不良反应,qtc间期延长,症状,guideline,"""泊沙康唑可导致QTc间期延长。""",8.0
泊沙康唑,西药,用法用量,高脂肪餐,其他治疗,guideline,"""泊沙康唑需与高脂肪餐同服以增加吸收。""<SEP>""高脂肪餐与泊沙康唑同服可增加吸收。""",16.0
泊沙康唑,西药,注意事项,吸收,其他治疗,guideline,"""泊沙康唑的吸收受高脂肪餐影响。""",8.0
泊沙康唑,西药,预防,曲霉菌属,病原体,guideline,"""泊沙康唑是用于预防曲霉菌感染的抗真菌药物。""",10.0
泊沙康唑,西药,适应症,霉菌,病原体,guideline,"""泊沙康唑用于预防和治疗由霉菌引起的侵袭性感染。""",9.0
泊沙康唑,西药,药物相互作用,nnrti,西药,guideline,"""泊沙康唑会导致NNRTI浓度升高，建议监测或避免联合应用。""",8.0
泊沙康唑,西药,药物相互作用,泊沙康唑,西药,guideline,"""泊沙康唑与抗感染药物联用时，自身浓度会降低，建议避免联合应用。""",7.0
泊沙康唑,西药,敏感性,黑曲霉,病原体,guideline,"""泊沙康唑对黑曲霉有活性或活性强。""",8.0
泊沙康唑,西药,敏感性,暗色真菌,病原体,guideline,"""泊沙康唑对暗色真菌活性不确定。""",5.0
泊沙康唑,西药,相关指南,《热病：桑福德抗微生物治疗指南 2 0 2 3》,其他治疗,guideline,"""《热病：桑福德抗微生物治疗指南 2 0 2 3》提供了泊沙康唑的使用建议和推荐方案。""",9.0
